Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hur fick du reda på information om iZettle?,"2. 2. Hur nöjd är du i helhet med iZettle, på en skala 1 till 10?",3. 3. Hur sannolikt är det att du skulle rekommendera iZettle till en vän eller kollega?,"4.1. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Vår kommunikation (t.ex. om nya funktioner, tips och trick, kontouppdateringar)","4.2. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Utbetalningar","4.3. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kortläsare","4.4. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Att ta betalt","4.5. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Att erbjuda kunder kvitton","4.6. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kompatibilitet med tillbehör (t.ex. skrivare, ställ, streckkodsläsare osv.)

","4.7. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kundsupport","4.8. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Det totala beloppet du kan acceptera per kortbetalning","4.9. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Transaktionsavgifter","4.10. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Ditt konto på my.izettle.com","4.11. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Försäljningsrapporter",5. 5. Vilka av följande produkter/tjänster/lösningar tror eller vet du att iZettle kan erbjuda småföretag?,,,,,,,,,,,6. 6. Vi vill alltid utvecklas och förbättra tjänsten för våra kunder. Ange nedan om det finns något du är missnöjd med:,7. 7. Vi vill alltid utvecklas och förbättra tjänsten för våra kunder. Ange nedan om det är någon funktion som du saknar idag:
2019-05-14 19:02:49 UTC,2019-05-14 19:06:39 UTC,completed,ios,Safari 12.1,e569a8ca-2f78-11e9-ac99-6c2ab4e4fca8,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,9,2,5,2,5,5,5,3,NA,1,2,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,Faktura,,Kortavgifter är väldigt hög. Borde vara tydligare vart jag ringer vid problem med produkten. Framgår inte trots att jag betalar 500kr/mån för det....,Kunna se veckorapporter.
2019-05-14 19:36:53 UTC,2019-05-14 19:46:03 UTC,completed,android,Chrome 74.0.3729.136,6c23f16e-2fa5-11e9-9c7b-5cd94f6525d9,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,8,8,4,5,4,4,5,4,4,4,4,4,5,Kortläsare,,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Skulle vilja kunna se moms på försäljningsrapporterna lika som på det man får ut på dagsrapporten.,Tidigare var det inte möjligt att ge %rabatt på enskild produkt utan bara hela köpet. Här inte provat på ett tag men om det inte vore det bra om den möjligheten finns.
2019-05-15 15:28:49 UTC,2019-05-15 15:33:29 UTC,completed,chrome_os,Chrome 74.0.3729.125,23c7afcc-2fbf-11e9-a441-d402b20c488c,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,7,7,5,5,5,5,5,NA,4,NA,4,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,"Jag skulle vilja att man har ett system för presentkort för butiker, hittar endast för restauranger. Det blir lite extrajobb för bokföringen i dagsläget.
Sedan skulle jag vilja att man skall kunna göra returer & byten lite lättare och inte behöva sätta tillbaka pengar till kunden utan kunna göra byten enklare. 
Även att man skall själv kunna välja om man vill göra retur med kontanter om köpet gjorts med kort (ifall man inte har tillräckligt på izettle-saldot). Det har hänt mig och det blir krångligt både för mig och kunden.","Presentkortssystem.
Val av betalsätt när man gör retur.
Kunna erbjuda kunden flera betalsätt på samma kvitto."
2019-05-17 03:50:16 UTC,2019-05-17 03:53:46 UTC,completed,ios,Safari 12.0,c753d0a6-312e-11e9-97c4-ef17fa01640b,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Tidningar/magasin,10,10,4,5,5,4,5,5,5,5,4,5,5,,,,,,,,,,,Inget av ovanstående alternativ,Finns inte,Finns inte
2019-05-19 09:00:46 UTC,2019-05-19 09:03:38 UTC,completed,windows,Chrome 74.0.3729.157,2bca245a-3048-11e9-863e-9d3e07417ae2,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,5,7,3,4,4,3,NA,NA,3,NA,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,,,Tipsa gärna om vilka typ av plattor man kan använda så man slipper köpa av för dålig kvalitet...och sedan funkar det inte så bra och man behöver köpa nytt...,...
2019-05-19 15:31:29 UTC,2019-05-19 15:39:50 UTC,completed,android,Chrome 73.0.3683.90,d5c98590-5b2d-11e8-934b-c12d5e8a8e65,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),7,7,3,4,5,4,4,4,4,4,4,5,4,Kortläsare,,,,,,,,,Faktura,,Egen,Egen
2019-05-19 18:13:03 UTC,2019-05-19 18:15:50 UTC,completed,ios,Safari 12.1,a7552392-338e-11e9-935c-8d4c830339be,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,4,5,5,5,5,5,3,4,3,4,3,Kortläsare,,,,,,,,,,,Allt e bra hos er,Ingenting
2019-05-20 08:16:05 UTC,2019-05-20 08:22:11 UTC,completed,mac,Chrome 74.0.3729.131,3cf11bc0-58d6-11e8-b65c-35f595398b6e,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),9,9,NA,2,5,5,5,5,5,5,2,4,2,Kortläsare,,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,Faktura,,Jag skulle gärna vilja att utbetalningarna från iZettle hade en kommentar som informerar om den totala köpsumman (idag är avgiften avdragen).,Möjlighet att dra årsrapporter (inte bara dag/månad) eller rapport mellan av mig valda datum. Hade underlättat mycket!!!!
2019-05-21 16:44:22 UTC,2019-05-21 16:47:41 UTC,completed,mac,Safari 12.0.2,424f8180-5d25-11e8-8a0b-c0f540390200,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sociala medier,10,10,5,5,5,5,5,5,5,5,5,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Jag är 100% nöjd!,Hade varit skönt om ett gratis eller billigt bokningssystem var direkt kopplat i izettle.
2019-05-21 18:55:37 UTC,2019-05-21 18:57:59 UTC,completed,ios,Safari 12.1,b3ae4292-34f9-11e9-a7cb-34ee53e8ff97,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,9,9,4,5,4,5,5,4,5,4,4,5,5,Kortläsare,,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,V,Utländsk valuta?
2019-05-21 19:01:19 UTC,2019-05-21 19:04:47 UTC,completed,android,Chrome 74.0.3729.157,3379f1fc-3549-11e9-acd8-ef6500278171,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,4,5,5,5,5,3,4,4,4,4,4,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,,,Är inte missnöjd med något,Saknar inget
2019-05-21 21:31:21 UTC,2019-05-21 21:39:49 UTC,completed,ios,Safari 12.1,c0bf4f34-339c-11e9-bbe8-8f8c90d8c5a6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),9,9,4,4,5,5,4,3,3,4,4,4,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,,,,Faktura,,"Kundtjänst inte alltid svara snabb, och skulle vilja att har en kontor som man kunde går  ditt och prata eller får förklaring när behöver. Tack!","Jag vet inte, hade inte tid för att tänker..."
2019-05-22 07:05:33 UTC,2019-05-22 07:10:43 UTC,completed,windows,Microsoft Edge 17.17134,fdb52350-5d00-11e8-a31a-0c547c084e48,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jag vat ute själv och letade på googel.Och kollade på flera alternativ,7,8,4,2,3,5,5,2,4,4,1,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,Faktura,,Hjälpa affärsverksamheterna med marknadsföring.,en specifik kontakt person till större företag.
2019-05-23 15:20:58 UTC,2019-05-23 15:23:59 UTC,completed,ios,Safari 12.1,ed112690-5e57-11e8-94b0-7fbcfcf484fb,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",9,10,4,4,5,5,5,4,4,4,3,4,4,Kortläsare,,Lagerhanteringverktyg,,,,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,I stort sett helt nöjd.,Nej
2019-05-24 08:20:18 UTC,2019-05-24 08:24:27 UTC,completed,windows,Chrome 74.0.3729.157,fbd276c2-3681-11e9-988b-b0a2c2769471,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,minns ej,10,10,5,5,5,5,5,NA,5,NA,4,NA,4,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,,,Inget,Nej
2019-05-26 07:49:55 UTC,2019-05-26 07:52:05 UTC,completed,windows,Chrome 74.0.3729.169,b7a7a180-601b-11e8-9ff3-c8085365678d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),10,10,3,4,5,4,NA,NA,NA,NA,3,4,NA,Kortläsare,,,,,,,,,,,Lite höga avgifter för små transaktioner.,Ange antal produkter i appen istället för att tappa flera gånger.
2019-05-26 17:24:42 UTC,2019-05-26 17:29:08 UTC,completed,android,Chrome 74.0.3729.157,cb2adff0-60b2-11e8-b1c1-97e7d9b74fa6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),7,8,3,4,4,4,4,2,3,3,3,3,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,,,,Faktura,,"Anmält att jag behöver kassaregister, men verkar inte ha aktiverats",Kassaregister
2019-05-26 18:15:13 UTC,2019-05-26 18:18:08 UTC,completed,ios,Safari 12.1,207daee0-38e1-11e9-aa6b-5a90521b77db,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sociala medier,5,5,4,4,4,4,5,3,4,4,2,3,4,Kortläsare,,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,Faktura,,Presentkort och byten/returer,Presentkort/byten/returer
2019-05-26 18:33:31 UTC,2019-05-26 18:35:46 UTC,completed,android,Chrome 67.0.3396.87,a4cce010-3938-11e9-b3d2-f6bae27ba49d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,9,9,4,3,5,5,4,NA,NA,NA,3,3,4,Kortläsare,,,,,,,,,,,Behöver förstå mer innan åsikt,Nej
2019-05-26 19:06:22 UTC,2019-05-26 19:09:50 UTC,completed,ios,Safari 12.1,f62b21fa-3934-11e9-a8d3-3e6c098c076c,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,7,8,4,5,5,5,5,5,4,5,1,5,5,Kortläsare,Kassasystem/Point-of-sale system,,,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,"Vill kunna skicka fakturor till utlandet. 
Tycker att Transaktionsavgiften är för hög.",Fakturering till utlandet.
2019-05-26 19:40:31 UTC,2019-05-26 19:42:46 UTC,completed,ios,Safari 12.1,4c8f474c-38fe-11e9-ba72-a2d178feaddc,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,5,5,2,5,5,5,5,5,4,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Nej,Nej
2019-05-26 21:38:30 UTC,2019-05-26 21:40:53 UTC,completed,windows,Chrome 74.0.3729.169,6f8bf424-3913-11e9-b973-a25ce1fee2ee,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),4,4,2,1,3,3,3,2,3,3,1,3,3,Kortläsare,Kassasystem/Point-of-sale system,,,,,,,,,,transaktionsavgiften,nej
2019-05-27 09:57:36 UTC,2019-05-27 09:59:23 UTC,completed,windows,Microsoft Edge 17.17134,18560958-38d5-11e9-8509-5c3616cbfe76,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),9,9,3,5,5,5,5,5,4,5,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,,,x,x
2019-05-27 19:22:01 UTC,2019-05-27 19:30:20 UTC,completed,android,Chrome 72.0.3626.105,dba2c4be-39a2-11e9-a27b-b568dd19901e,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,6,8,3,1,5,5,5,NA,1,NA,1,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,,,"Utbetalningar tar för lång tid, för hög procent på inbetalning av småföretagare, sedan kunde jag inte ta betalt för ca 2 veckor sedan pga av något fel med uppkoppling, hade nät och det var inte fel med mitt nätverk så det var något hos er.",Inget jag kan komma på just nu men jag har inte haft izettle så länge än.
2019-05-29 18:11:00 UTC,2019-05-29 18:13:45 UTC,completed,mac,Safari 12.1.1,16fea1a0-6306-11e8-91bf-5baf7a143fa5,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,4,4,4,4,4,4,4,4,2,3,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Det kunde vara billigare,Att kunna debitera kort utan att kortinnehavaren är fysiskt vid maskinen
2019-05-30 07:46:46 UTC,2019-05-30 07:51:16 UTC,completed,windows,Chrome 74.0.3729.169,b72363c0-6183-11e8-8f49-8537806e23f7,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,9,9,4,5,5,5,NA,NA,NA,NA,4,4,4,Kortläsare,,,,,,,,,,,Det mesta fungerar bra för vår förening. Lite oöverskådligt på hemsidan.,Ingen för vår del.
2019-05-31 05:07:45 UTC,2019-05-31 05:11:08 UTC,completed,ios,Chrome 74.0.3729.155,db12b140-6440-11e8-93ea-5659f0e20693,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sociala medier,10,10,5,5,5,5,5,5,5,NA,5,5,5,Kortläsare,,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Allt fungerar över förväntan,Saknar inget
2019-05-31 18:19:09 UTC,2019-05-31 18:21:11 UTC,completed,windows,Chrome 74.0.3729.169,9aa25f5e-3d0f-11e9-aac0-6f141e95e2ce,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),3,3,5,5,5,5,5,5,NA,NA,1,3,3,Kortläsare,,,,,,,,,,,För dyrt för oss som omsätter <1 MSEK/ år,na
2019-06-01 11:38:42 UTC,2019-06-01 11:42:01 UTC,completed,ios,Safari 12.0,bbf53bee-3c02-11e9-8f87-12e94108893d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),8,8,4,4,4,5,4,5,3,3,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,Faktura,,Önskar ett enkelt sätt att lägga upp produkterna i kategorier. Kanske finns det redan?,Skulle väl vara det jag skrev i föregående svar.
2019-06-04 17:24:13 UTC,2019-06-04 17:28:07 UTC,completed,ios,Safari 12.1.1,55c5ef40-67ef-11e8-ae89-cc535e5617df,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),10,10,5,3,5,5,5,5,4,NA,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,,,Nej,Nej
2019-06-04 19:24:43 UTC,2019-06-04 19:27:49 UTC,completed,ios,Safari 12.1.1,f5acbfe0-3ffb-11e9-bc8f-8c237ed4c18d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,8,7,4,5,2,2,3,4,2,4,2,3,1,Kortläsare,,,,,,,,,,,Ibland appen kan ej bli uppkopplad med maskinen.,Lite uppdatering på appen.
2019-06-05 18:43:12 UTC,2019-06-05 18:55:17 UTC,completed,ios,Safari 12.1,f5295800-68ef-11e8-b3e2-8adcdb17a528,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,9,5,5,3,4,4,4,5,5,4,4,4,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,ett Vanligt kassaregister med kortterminal och kvittoskrivare jobbar snabbare. Man hinner fler affärer på samma tid.,"Under rapporter, kunna se årets ackumulerade försäljning.
Kunna se längre bak i tiden på kvitton utan att behöva logga in på kontot  på iZettle.com  Man vill kunna se ovan i appen."
2019-06-07 11:51:10 UTC,2019-06-07 11:56:01 UTC,completed,windows,Microsoft Edge 18.17763,dd2f2d90-69af-11e8-ac93-3ff188264f81,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,Bokföringsverktyg/Bokföringstjänst,,,,Har inget att klaga på,kan inte komma på något
2019-06-08 19:52:38 UTC,2019-06-08 19:56:11 UTC,completed,android,Chrome 67.0.3396.87,7e01b1a0-436e-11e9-9ffa-55cc1ad0591c,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,9,10,5,5,5,5,5,4,4,5,4,5,5,Kortläsare,,,,,,,,,,,Just nu inget,Just nu inget
2019-06-09 10:33:12 UTC,2019-06-09 10:37:19 UTC,completed,ios,Safari 12.1.1,e5f43c22-437f-11e9-a33e-6d6461c52b4b,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sociala medier,8,8,NA,5,4,5,5,NA,NA,NA,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,,,När den ansvarige försäljaren knappar in kundens artiklar/summor och dessa är på väg att betalas så kickar FÖRSÄLJARENS ApplePay igång på mobilen som är kopplad till iZettle och vill betala istället?! Detta har hänt upprepade gånger. En bugg..?,Nej inte så här långt!
2019-06-09 17:23:37 UTC,2019-06-09 17:27:00 UTC,completed,android,Chrome 70.0.3538.80,a6253d80-6bf8-11e8-9232-a6b663829935,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),10,10,4,4,5,5,5,NA,5,NA,3,4,5,Kortläsare,,,,,,,,,Faktura,,Nej,Nej
2019-06-09 20:09:29 UTC,2019-06-09 20:11:40 UTC,completed,ios,Safari 12.0,77417180-6a47-11e8-aa2f-c0d3bf1ba12c,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,8,4,5,4,4,4,NA,NA,5,2,3,2,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,,,Tycker alltid det är svårt att hitta rapporten jag ska använda till bokföringen..,X
2019-06-10 16:31:16 UTC,2019-06-10 16:45:58 UTC,completed,windows,Firefox 67.0,e97998f2-443c-11e9-b53e-261088150fc8,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),9,10,4,3,5,5,4,4,4,5,3,NA,NA,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Priset kunde vara bättre,Integration med journalsystem/fler system
2019-06-12 07:57:11 UTC,2019-06-12 08:00:21 UTC,completed,mac,Safari 10.1.2,b74f0bb0-6cc8-11e8-9fa9-ccdfd8d28525,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,10,10,5,5,5,5,5,5,5,5,5,5,5,Kortläsare,,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,just nu är allt bra,återkommer
2019-06-12 15:19:41 UTC,2019-06-12 15:21:54 UTC,completed,ios,Safari 12.1.1,347e8190-6e38-11e8-9b58-731dbaa990e3,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,7,8,4,5,5,5,NA,NA,4,5,1,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Lite dyrt....,Nej
2019-06-12 19:56:16 UTC,2019-06-12 19:59:55 UTC,completed,windows,Firefox 67.0,5782fe90-6d3f-11e8-b62b-533f7f204dca,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",9,9,4,4,4,4,4,4,NA,4,4,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,Faktura,,inget,nej
2019-06-13 18:17:34 UTC,2019-06-13 18:20:37 UTC,completed,ios,Safari 12.0,8dca9ec0-4702-11e9-bdcc-b9d70392aa23,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),5,5,3,2,5,4,4,NA,NA,5,1,4,5,Kortläsare,,,,,,,,,Faktura,,Höga avgifter. Avgifter borde faktureras separat istället för avdrag på summa.,Nej
2019-06-14 03:35:23 UTC,2019-06-14 03:39:50 UTC,completed,mac,Firefox 67.0,e29d118c-470a-11e9-88ec-f8f805c826d6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,5,5,5,5,5,5,4,4,4,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,,,inget,inget
2019-06-16 11:31:52 UTC,2019-06-16 11:35:56 UTC,completed,ios,Safari 12.1,101ce50c-48c7-11e9-9b64-8376d9385419,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,8,8,4,4,4,4,4,4,3,4,3,4,4,Kortläsare,,,,,Kassaregister/Kassatillbehör,,,,,,Nej. Ny kund.,?
2019-06-17 04:39:57 UTC,2019-06-17 04:42:06 UTC,completed,android,Chrome 75.0.3770.89,9bfabaa0-6f05-11e8-9aeb-36aea21a1149,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,6,8,NA,3,4,4,5,4,4,NA,2,3,3,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,,Kundlojalitetsverktyg (CRM),Faktura,,Korta tiden för utbetalning,.
2019-06-17 09:09:37 UTC,2019-06-17 09:11:14 UTC,completed,mac,Safari 12.0,3b75ff50-6f91-11e8-8df2-782f0c07a1e5,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,5,5,5,5,5,5,5,5,5,5,5,Kortläsare,,,,,Kassaregister/Kassatillbehör,,,,Faktura,,inget,inget
2019-06-17 15:31:57 UTC,2019-06-17 15:38:00 UTC,completed,windows,Chrome 74.0.3729.169,38e86600-7096-11e8-91cf-8980e6c5ab49,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,8,5,4,5,5,4,NA,5,NA,1,4,4,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,"Lite dyrt system (som vanligt).
Att man inte kan skicka kvittot senare om kund skulle ångrar sej och vill ha ett kvitto. Ev. har jag inte fattat hur man gör.",Vet ej ännu.
2019-06-17 18:24:15 UTC,2019-06-17 18:28:39 UTC,completed,android,Chrome 63.0.3239.111,fb7d5a7a-4a8b-11e9-ab37-283b680abd1d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Testat tidigare i andra sammanhang. ,10,10,5,5,5,5,5,NA,5,NA,3,5,5,Kortläsare,,,,,Kassaregister/Kassatillbehör,,,,Faktura,,Lägre kortavgifter.,Gratis faktureringstjänst.
