Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Wie haben Sie von iZettle gehört?,"2. 2. Wie zufrieden sind Sie insgesamt mit iZettle, auf einer Skala von 1 bis 10?","3. 3. Wie wahrscheinlich ist es, dass Sie iZettle einem Freund oder Kollegen weiterempfehlen werden?","4.1. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Kartenleser","4.2. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserer Kommunikation (z.B. betreffend neuer Funktionen, Tipps & Tricks, Updates)","4.3. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unseren Transaktionsgebühren","4.4. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Transaktionslimit pro Kartenzahlung","4.5. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Quittungsversand an Ihre Kunden","4.6. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: der Annahme von Zahlungen","4.7. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unseren Überweisungen","4.8. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserer Verkaufsübersicht, Excel / PDF Berichte","4.9. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserem Kundenservice","4.10. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: der Kompatabilität mit Zubehör (z.B. Drucker, Ständer, Scanner, etc.)","4.11. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: Ihrem Nutzerkonto auf my.iZettle.com","5. 5. Welche der folgenden Produkte, Services bzw. Lösungen für kleine Unternehmen bietet iZettle Ihres Wissens oder Ihrer Meinung an?",,,,,,,,,,,"6. 6. Wir suchen immer nach Wegen, unseren Dienst für unsere Kunden zu verbessern. Bitte teilen Sie uns mit, ob es
etwas gibt, mit dem Sie besonders unzufrieden sind:","7. 7. Wir suchen immer nach Wegen, unseren Dienst für unsere Kunden zu verbessern. Bitte teilen Sie uns mit, ob es eine Funktionalität gibt, die Ihnen bei unserem Dienst derzeit fehlt:"
2019-05-26 20:01:37 UTC,2019-05-26 20:04:00 UTC,completed,ios,Chrome 74.0.3729.155,5ad3ac88-392d-11e9-b9fd-e14558158100,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),10,10,5,4,3,5,5,5,5,2,5,NA,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,,,,,Nein,Steuerberater fertige Downloads
2019-05-27 15:16:10 UTC,2019-05-27 15:19:36 UTC,completed,mac,Safari 12.1.1,8644521c-3907-11e9-ade6-a9b21bd8af33,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Facebook,10,10,5,3,1,1,3,5,5,5,3,4,4,,,,,Kartenleser,,,,,,,Gebühren,Keine
2019-05-27 20:01:57 UTC,2019-05-27 20:04:50 UTC,completed,ios,Safari 12.1,4f109de0-61a4-11e8-8a5c-5815b88ce7cc,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ich habe etwas mit iZettle bezahlt oder jemand anderen dabei zugesehen,10,10,5,4,3,4,4,3,3,3,3,3,3,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,.,.
2019-05-28 07:51:40 UTC,2019-05-28 07:55:32 UTC,completed,windows,Chrome 74.0.3729.169,20fe41f6-39d4-11e9-957d-75867aabc51b,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),8,9,3,4,2,NA,NA,5,5,NA,5,NA,5,,,,,Kartenleser,,,,Point-of-Sale-System,,,"Die Verbindung vom Smartphone zum Kartenleser dauert zu lang, wenn man iZettle nicht dauernd nutzt, wird die Verbindung zu schnell in den Ruhemodus versetzt und muss dann jedesmal neu gemacht werden, das dauert regelmäßig eine gefühlte halbe Minute.",
2019-05-28 18:18:14 UTC,2019-05-28 18:20:34 UTC,completed,ios,Safari 11.0,c7e98cd8-3a87-11e9-9b3b-f69e70b7b89f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,Kartenleser,,,,,,,?,?
2019-05-28 18:29:36 UTC,2019-05-28 18:45:46 UTC,completed,android,Chrome 67.0.3396.87,39479fca-3ad1-11e9-82ab-1091c92c70b9,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online Werbung,5,4,3,4,4,5,5,5,5,2,4,2,3,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,"Kontakloses zahlen mit EC-Karte nicht möglich, bessere Übersicht der Barentnahmen und Barbestand, Reader trennt sich ständig vom Kassensystem !!!","Fragen ob ""Bargeldbestand vom Vortag übernehmen """
2019-05-28 18:52:37 UTC,2019-05-28 18:56:05 UTC,completed,android,Chrome 67.0.3396.87,42cac058-3aa0-11e9-8e0a-49a438a2eb9b,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,8,10,4,NA,1,5,5,5,5,5,3,5,5,,,,,Kartenleser,,,,,,,Transaktionskosten,Keine
2019-05-28 19:08:09 UTC,2019-05-28 19:11:02 UTC,completed,android,Chrome 74.0.3729.157,b9ee0c7a-3a65-11e9-bcc7-768a8763baf2,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),10,10,5,5,4,5,4,5,5,5,5,4,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",,,,,,,,Nein,Keine
2019-05-28 19:31:37 UTC,2019-05-28 19:36:18 UTC,completed,ios,Safari 12.1,1490498e-3a95-11e9-aafb-7e9e4b1c6e69,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zeitung oder Magazin,9,9,5,4,5,4,4,5,5,4,4,4,5,,Tools für das Personalmanagement,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,Tools zur Bestandsverwaltung,,Gutscheine verkaufen und einlösen,Nicht
2019-05-29 06:44:13 UTC,2019-05-29 06:47:27 UTC,completed,windows,Chrome 74.0.3729.169,4b74753a-3a70-11e9-9106-577b82baf025,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online Werbung,8,8,5,4,2,4,4,4,4,2,3,3,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,'-,'-
2019-05-30 17:21:26 UTC,2019-05-30 17:30:57 UTC,completed,android,Chrome 74.0.3729.157,b5a56290-6431-11e8-be99-573b52513c98,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,5,5,5,5,5,5,5,5,5,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,,,"Leider kann man das iZettle nur verwenden bei WLAN Empfang. Neulich hatte ich keinen Empfang und konnte somit dies nicht nutzen. Sonst bin ich sehr zufrieden mit diesen System. Danke das es dies gibt.
 Mfg Katrin Käppel
Manufaktur-Landgeschmack","Oh, schade habe schon meine Meinung im vorigen Feld geschrieben."
2019-05-30 18:28:00 UTC,2019-05-30 18:32:54 UTC,completed,windows,Firefox 66.0,ad7d7ee0-634b-11e8-ac37-dfbe7ff3f9f7,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,5,5,3,4,3,3,4,4,2,3,4,NA,4,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,,,"Es können keine Negativpositionen eingegeben werden / Pfandverrechnung.
Dadurch ist das System für mich nur begrenzt einsetzbar.",Pfandverrechnung
2019-05-31 06:44:08 UTC,2019-05-31 06:47:26 UTC,completed,android,Chrome 67.0.3396.87,5d29a468-3c18-11e9-9d2f-577b904c837a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,NA,NA,5,5,5,5,NA,5,,,,,,,Tools zur Umsatzverfolgung und ‑auswertung,,,,,?,?
2019-05-31 07:56:44 UTC,2019-05-31 08:02:01 UTC,completed,windows,Microsoft Edge 18.17763,43bf2b70-63e6-11e8-b203-81f9a93adcf8,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),8,8,4,3,4,NA,NA,4,4,3,NA,5,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,Point-of-Sale-System,,,"Nicht direkt unzufrieden, nur die Auswertungen könnten noch mehr Filter gebrauchen.",Irgendwas fehlte mit ! Ich erinnere mich aber nicht was es war.
2019-05-31 18:22:03 UTC,2019-05-31 18:24:03 UTC,completed,ios,Safari 12.0,20cc592a-3ce0-11e9-8d07-bc2127ed9f67,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Soziale Medien,2,2,2,2,3,2,2,2,2,3,2,2,2,,,,,,,,Rechnungsstellung,,,,Nichts,Nichtd
2019-06-03 12:42:47 UTC,2019-06-03 12:45:01 UTC,completed,ios,Safari 12.1,fa68cd3c-3e5f-11e9-89ca-375b5ceb0e5d,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,9,10,5,5,5,5,4,5,4,5,5,NA,5,,,,,Kartenleser,,,,,,,Nein bin sehr zufrieden,Nein
2019-06-03 15:45:38 UTC,2019-06-03 15:48:52 UTC,completed,mac,Chrome 67.0.3396.87,402b5cd0-6748-11e8-82c9-ca48347ca783,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ich habe etwas mit iZettle bezahlt oder jemand anderen dabei zugesehen,10,10,5,4,5,NA,5,5,5,4,4,NA,NA,,,,,,,,,,,Keine der genannten,"Wir haben es bisher einfach nur genutzt, für unsere Belange o.k.
Alles andere Kundenservice,... haben wir noch nie genutzt.",Alles gut
2019-06-03 18:40:10 UTC,2019-06-03 18:44:20 UTC,completed,android,Chrome 74.0.3729.157,3a9723ea-3f5a-11e9-b96b-03533c8179df,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,5,2,5,5,,,,,,,,,,,Keine der genannten,"Zu wenig Kontakt Personen, dass macht den einen Mitarbeiter zu wichtig, obwohl er nicht wichtig ist.",Nic
2019-06-03 19:21:27 UTC,2019-06-03 19:29:51 UTC,completed,ios,Safari 12.1,20e28406-3f4d-11e9-8b11-db86f5d7337f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,7,9,5,NA,5,5,NA,5,5,4,NA,NA,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,,,,"1) Ich würde gerne einmal festlegen, welchen Steuersatz ich erheben möchte und der dann so bleibt.
Aktuell muss ich bei jeder Zahlung erneut den Steuersatz eingeben-das kostet Zeit. 

2) Wenn der Betrag auf meinem Konto gutgeschrieben wird, fehlt die Rechnungsnummer-das kostet sehr viel Zeit, herauszufinden, welche Zahlung zu welcher Rechnung gehört.","—> Einen Button, bei dem man den Steuersatz fest installieren kann.

—> Rechnungsnummer zur zahlungseingang angeben"
2019-06-04 08:03:35 UTC,2019-06-04 08:24:02 UTC,completed,mac,Chrome 67.0.3396.87,c535f530-5581-11e8-8b74-f98a8cdb92df,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,5,5,5,3,5,5,5,NA,5,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,Point-of-Sale-System,Tools zur Bestandsverwaltung,,"Es wäre toll, wenn ich den Kontoauszug direkt als PDF ausdrucken könnte, anstatt diesen erst über Excel anpassen zu müssen. Dann wäre es ein Schritt weniger und vor allem ein Programm weniger um die Gebühren für das Finanzamt direkt ersichtlich ausdrucken zu können. Und/Oder wenn man die einzelnen Quittungen als Sammel-PDF direkt mehrere in einem ausdrucken könnte.","Wahnsinnig toll wäre es, den Quittungsbeleg nach der Zahlung auch als PDF speichern zu können. Mobil dann evtl über Dropbox o.ä. Ich hatte schon Kunden, die fragten, ob ich ihnen den Beleg nicht einfach per Whatsapp schicken könnte, damit sie nicht ihre E-Mail Adress eintippen müssen."
2019-06-05 08:11:19 UTC,2019-06-05 08:14:01 UTC,completed,ios,Safari 10.0,9b7b51d0-67fc-11e8-adfb-c90fd642dcbc,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,Nichts,Nichts
2019-06-05 11:46:23 UTC,2019-06-05 11:51:02 UTC,completed,windows,Microsoft Edge 18.17763,88360ac0-4000-11e9-9b0e-779ff18f2aa5,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zeitung oder Magazin,9,10,5,4,5,5,NA,5,5,5,5,NA,5,,,,,Kartenleser,,,,,,,"nein ,bin durchaus zufriedern",Nein
2019-06-05 19:35:09 UTC,2019-06-05 19:39:30 UTC,completed,windows,Firefox 67.0,4e3ff360-4129-11e9-b9bb-6bafb12aa79b,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),8,8,4,3,4,4,1,3,3,3,NA,1,3,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,,,,"Ich hätte die Überweisungen gerne so aufgebaut, dass der Bruttoumsatz (also der Betrag, den die Kunden bezahlt haben) und die Gebühr auf einen Blick ersichtlich sind. Das erleichtert die Buchhaltung, weil ich die Kasseneinnahmen mit den Bankzugängen von Izettle abstimmen muss.","Druck der Belege auf einem normalen handelsüblichen Drucker. Nur ca. 5% der Kunden brauchen diese Belege in Papierform, dafür will ich mir nicht den relativ teuren Spezialdrucker anschaffen."
2019-06-05 20:11:49 UTC,2019-06-05 20:16:16 UTC,completed,android,Chrome 74.0.3729.157,4708c1ac-3f22-11e9-9ddd-1a6ecf38b01f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,4,4,2,2,1,3,3,3,5,4,3,3,4,,,,,Kartenleser,,,,,,,Katzenleser loggt sich regelmäßig aus sehr langwierig wieder neu zu starten,Eine Kartenlesesicherheit für Kunden
2019-06-05 20:17:28 UTC,2019-06-05 20:25:55 UTC,completed,ios,Safari 12.1.1,e41a95f8-410f-11e9-848e-3323b9065573,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),7,7,5,4,4,4,4,4,4,4,3,4,4,,Tools für das Personalmanagement,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,"1.Es wäre toll, wenn man an den Überweisungen direkt sehen könnte, wer überwiesen hat.
2.Es wäre toll, wenn man die Quittungsnummer eigenständig der eigenen Rechnungsnummer angleichen könnte.","1. Erkennung der Kundennamen bei den Überweisungen.
2.Quittungsnummer selber zusätzlich vergeben."
2019-06-06 04:30:09 UTC,2019-06-06 04:32:02 UTC,completed,windows,Microsoft Edge 17.17134,ed479b86-40be-11e9-a5ef-739085db7a58,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Soziale Medien,10,10,4,4,4,3,3,4,5,4,4,4,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,,,Es gibt nichts.,Nein.
2019-06-06 14:25:25 UTC,2019-06-06 14:29:34 UTC,completed,windows,Firefox 67.0,19db5c50-3ce1-11e9-8d46-e2bef6d6c99a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),9,9,5,5,3,NA,NA,4,5,4,5,4,4,,,,,Kartenleser,,,,,,,Zusammenschluss mit Handwerksprogrammen.,einfache Verbindung mit winworker für Artikelverbindung
2019-06-06 16:49:55 UTC,2019-06-06 16:53:53 UTC,completed,ios,Safari 12.1.1,b4a54c80-6967-11e8-a37e-b1cec936f2ed,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,1,1,1,2,3,2,2,1,2,2,2,NA,1,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,Tools zur Bestandsverwaltung,,Dass Sie den Bonus für das Werben von Neukunden abgeschafft haben!,?
2019-06-07 07:00:52 UTC,2019-06-07 07:11:28 UTC,completed,android,Chrome 74.0.3729.157,d84c1070-68d0-11e8-8257-a3b6e80a5376,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,Kartenleser,,,,,,,Nein,Nein
2019-06-07 18:24:15 UTC,2019-06-07 18:25:51 UTC,completed,windows,Firefox 67.0,5cd681b8-427e-11e9-b65e-f5d7959826b5,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,Kartenleser,,,,,,,Nein,Nein
2019-06-08 18:27:49 UTC,2019-06-08 18:32:29 UTC,completed,ios,Safari 11.0,3b7e82d0-6b07-11e8-82c3-b3c035238528,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,4,5,5,5,5,5,NA,5,4,3,4,,,Geschäftsfinanzierung,,,,,,,,,Keine,Keine
2019-06-08 19:11:01 UTC,2019-06-08 19:13:15 UTC,completed,mac,Safari 12.1.1,3cbe2756-4345-11e9-bb41-f76853998868,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,8,9,5,4,3,3,3,4,3,3,3,3,3,,,,,Kartenleser,,,,,,,'---------------------,keine
2019-06-09 16:02:57 UTC,2019-06-09 16:05:52 UTC,completed,android,Chrome 67.0.3396.87,b267b976-36cb-11e9-bc2c-79de0d4a4852,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,9,9,5,4,4,5,5,5,5,5,4,4,5,,,,,Kartenleser,,,,,,,Nichts,Neinx
2019-06-10 13:18:50 UTC,2019-06-10 13:27:05 UTC,completed,windows,Chrome 74.0.3729.169,54f5b7c0-6bf1-11e8-97f4-1dfa0fc71c76,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,8,8,4,3,3,5,3,5,5,2,NA,NA,4,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,Tools zur Bestandsverwaltung,,Es fehlt definitiv ein Kartenleser mit beleuchteten Tasten. Weiter gibt es immer wieder Komplikationen den Namen des Kunden oder andere Daten in eine Quittung zu bekommen. Dies ist nur umständlich möglich.E,"Es fehlt definitiv eine beleuchtete Tastatur an den Kartenlesegeräten, damit Kunden auch im Dunkeln unproblematisch ihre Daten eingeben können.
Weiter fehlen Wahlfelder um z.B. den Kunden oder Firmennamen auf die Quittung zu bekommen, dies ist nur sehr umständlich möglich und daher etwas Kundenunfreundlich. 1-2 frei wählbare Felder würden schon ausreichen.
Wenn man eine Rechnung erstellt ist dies alles ganz einfach möglich. Warum wird also der Kunde bestraft der seine Rechnung direkt vor Ort bezahlt ?"
2019-06-11 15:21:46 UTC,2019-06-11 17:18:40 UTC,completed,windows,Microsoft Edge 18.18362,2d643fb0-6d86-11e8-9c14-46b44744fe43,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),9,10,5,5,5,5,NA,4,5,4,5,5,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,Rechnungsstellung,,,,"Alle Berichte, Kontoumsätze, Quittungen u. ä sollten sich problemlos als PDF-Dateien speichern oder drucken lassen","Alle Berichte, Kontoumsätze, Quittungen u. ä sollten sich problemlos als PDF-Dateien speichern oder drucken lassen"
2019-06-12 20:05:31 UTC,2019-06-12 20:41:10 UTC,completed,windows,Firefox 67.0,5ec17790-6e70-11e8-ada6-70e0773d8c9b,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,5,5,5,5,5,5,5,NA,3,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,Rechnungsstellung,,Tools zur Bestandsverwaltung,,"ich vermisse die Funktion ""Variante hinzufügen"", die es mal gab: z.B. Sonnenpflege XY in der Variante 1: 50ml, Variante 2: 30ml. Seit einem der Updates gibt es nur noch ""Optionen hinzufügen"". Dort sind aber feste, offenbar nicht änderbare ""Optionen"" hinterlegt, die ungeeignet sind. Fügt man eine selbst benannte ""Option"" hinzu, gibt es keine weiteren...
Ist das Feature kaputt?","ich vermisse die Funktion ""Variante hinzufügen"", die es mal gab: z.B. Sonnenpflege XY in der Variante 1: 50ml, Variante 2: 30ml. Seit einem der Updates gibt es nur noch ""Optionen hinzufügen"". Dort sind aber feste, offenbar nicht änderbare ""Optionen"" hinterlegt, die ungeeignet sind. Fügt man eine selbst benannte ""Option"" hinzu, gibt es keine weiteren...
Ist das Feature kaputt?"
2019-06-13 05:30:40 UTC,2019-06-13 05:36:39 UTC,completed,windows,Firefox 67.0,a4cea03c-4674-11e9-a62f-9d0c456be6ee,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),7,10,5,4,4,5,5,5,5,5,3,3,5,Software-Erweiterungen für Treueprogramme und CRM,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,IPad und iZettle-Software muß sehr oft neu gestartet werden da sich das Programm beim Bezahlvorgang aufhängt.,Es fehlt eine ganz einfache Rechnungsfunktion. Bei dieser sollte man einfach eine Rechnung für Geschäftskunden ausdrucken können. Diese wird dann später Bar bezahlt oder per Bankkonto überwiesen oder ganz einfach per Bankeinzug.
2019-06-13 06:04:11 UTC,2019-06-13 06:10:21 UTC,completed,windows,Firefox 67.0,047cde84-3a97-11e9-a265-37de552ae0fb,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,9,10,5,4,5,4,4,5,5,4,4,NA,4,,,,,Kartenleser,,,,,,,"Ich hatte mal eine Mail geschickt, die ist wohl unter gegangen, auf jedenfall habe ich keine Antwort bekommen. Die Frage wurde mir dann von meiner Freundin beantwortet. also alles halb so wild.","Ich bin nur ein kleiner Fisch, darum nutze ich nur wenige Angebote und bin hiermit seher zufrieden."
2019-06-13 15:59:20 UTC,2019-06-13 16:09:25 UTC,completed,windows,Internet Explorer 11.0,c99b73dc-4678-11e9-b5b6-aeb08d04e5f3,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Telefonischer Anruf von PayPal,8,8,5,3,4,5,4,4,NA,4,NA,NA,4,,,,,Kartenleser,,,,,,,"Wir hätten gerne, dass man auf der Kundenquittung die Angabe der Mehrwertsteuer komplett löschen kann. Unsere Rechnungsbeträge beinhalten Beträge, die keine Mehrwertsteuer enthalten (z.B. Kurtaxe, die wir an die Gemeinde weitergeben müssen).",Löschen der Mehrwertsteuerangabe auf dem Kundenbeleg.
2019-06-13 17:23:35 UTC,2019-06-13 17:28:56 UTC,completed,windows,Microsoft Edge 17.17134,417ee1b0-6702-11e8-945f-df28699023cb,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),7,10,5,3,3,5,2,5,5,3,NA,4,4,,,,,Kartenleser,,,,,,,"Die Fehlermeldungen sind wenig aussagekräftig ""Transaktion nicht erfolgreich"" kann bedeuten ""Sie haben keine Internet-Verbindung"" oder ""Konto nicht gedeckt""; oder sonstwas. Man hat keine Ahnung.B","Der Wechsel zwischen mehreren Endgeräten sollte schneller möglich sein. Z.Zt ist es jeweils wie Neuverbindung. Man muss fast ein dedizierte Gerät nutzen, weil der Wechsel von Tablet auf Handy1 oder Handy2 doch jeweils 2 Minuten dauert."
