Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hoe ben je in aanraking gekomen met iZettle?,2. 2. Hoe tevreden ben je over het algemeen met iZettle op een schaal van 1 tot 10?,3. 3. Hoe waarschijnlijk is het dat u iZettle zou aanbevelen aan een vriend of collega?,4.1. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Verkooprapportages,4.2. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Klantenondersteuning,4.3. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Stortingen,4.4. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Het totale bedrag die je per kaartbetaling kunt accepteren,4.5. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Accepteren van betalingen,"4.6. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Compatibiliteit met accessoires (b.v. met printers, houders, barcode scanners, etc.)",4.7. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Kaartlezer,4.8. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Het aanbieden van bonnen aan je klanten,4.9. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Je account op my.izettle.com,4.10. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Transactietoeslagen,"4.11. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Onze communicatie (over b.v. over nieuwe functies, tips, account updates, etc.)","5. 5. Van welke van de volgende producten, diensten of oplossingen weet je, of denk je, dat iZettle ze kan aanbieden aan kleine bedrijven?",,,,,,,,,,,6. 6. We zijn altijd op zoek naar manieren om te groeien en de service voor onze klanten te kunnen verbeteren. Geef alsjeblieft aan (en zo ja wat) of er specifiek iets is waar je ontevreden over bent: ,7. 7. We zijn altijd op zoek naar manieren om te groeien en de service voor onze klanten te kunnen verbeteren. Geef alsjeblieft aan (en zo ja wat) of je een bepaalde functie mist in onze dienst:
2019-05-11 18:08:16 UTC,2019-05-11 18:11:09 UTC,completed,ios,Safari 12.1,118797e0-5500-11e8-8ef9-dda28c16584d,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Mijnwebwinkel,8,9,3,3,5,5,5,1,5,3,4,3,4,,,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Bonnenprinter werkt niet goed,Geen
2019-05-12 13:56:48 UTC,2019-05-12 14:04:56 UTC,completed,android,Chrome 74.0.3729.136,7d702910-548b-11e8-b72a-845728c3f0ac,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,8,7,2,3,3,4,4,1,3,3,3,1,3,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,,,,,,,,"Wij zouden in izettle graag zien dat er een maandoverzicht van de werkelijk gestorte bedragen uitgeprint kan worden.  Wij kunnen deze wel zien, maar niet afdrukken voor de boekhouder",Afdruk functie
2019-05-12 16:46:10 UTC,2019-05-12 16:48:33 UTC,completed,mac,Safari 12.1,68fcd3a0-55c8-11e8-8b6a-65221adc8ff0,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,zelf gezocht,6,6,4,2,4,5,5,3,3,4,1,1,2,,,,,,,,,,Geen van het bovengenoemde,,verandering van producten invoeren !!!!!! varianten zeer slecht nu !!!!!!!,korting per product
2019-05-13 07:02:56 UTC,2019-05-13 07:06:58 UTC,completed,windows,Chrome 74.0.3729.131,d9592fc0-54fd-11e8-a872-26316c24f2ce,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,8,8,5,4,3,4,4,4,4,NA,5,3,4,,Tools voor boekhouding,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,Transacties van vrijdag worden soms pas dinsdag bijgeschreven. M.i. zou dit sneller moeten kunnen,ik zou op dit moment niet iets kunnen bedenken
2019-05-13 17:36:50 UTC,2019-05-13 17:48:00 UTC,completed,android,Chrome 67.0.3396.87,662eb840-56b4-11e8-b91b-1ab69c92c84b,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,5,2,3,5,5,5,5,3,5,2,5,,,,,,,,,,Geen van het bovengenoemde,,"Ik sta op de markt en ben heel blij met IZettle. Als ik dan toch moet mierenneuken zeg ik dat de kaartlezer nog kleiner en dus mobiler mag. Bedankt, Sonja",geen idee
2019-05-13 18:00:09 UTC,2019-05-13 18:03:50 UTC,completed,windows,Chrome 74.0.3729.131,5f00ef10-48b4-11e8-ade2-38d1e901f6e9,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,7,5,NA,NA,5,5,NA,5,NA,4,2,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"werkt prima, maar bij sporadisch gebruik zijn de transactiekosten erg hoog",geen
2019-05-13 18:45:24 UTC,2019-05-13 18:48:18 UTC,completed,android,Chrome 74.0.3729.136,b0d55d60-2eed-11e9-9f5b-340209b639a0,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,7,7,5,3,5,4,3,3,3,4,4,3,3,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Af en toe krijgt de kaartlezer geen verbinding met de app.,Nee
2019-05-14 09:35:24 UTC,2019-05-14 09:46:27 UTC,completed,android,Chrome 74.0.3729.136,84ca2500-569b-11e8-b5c1-ad4245a113fc,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,10,9,4,4,5,4,5,NA,4,NA,5,5,5,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"Het gaat goed op dit moment, er is weinige melden voor zo ver.",Geen idee
2019-05-14 12:44:31 UTC,2019-05-14 12:49:19 UTC,completed,mac,Chrome 73.0.3683.103,bb336ee0-562c-11e8-aad5-dfb447f2e136,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,5,4,2,4,5,4,4,NA,4,4,3,2,3,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,,,,,,,,,"1- ik wil de rechten van medewerkers kunnen aanpassen zodat ze in staat zijn om producten te wijzigen of toe te voegen. Nu moet ik hen volledige toegang geven of ik moet zelf alles bijhouden en wijzigen. 
2- ik wil het tijdstip van een dagafsluiting over 0:00 uur kunnen heen tillen omdat we soms pas om 02:00 sluiten. Nu moeten we aparte berekeningen maken omdat izettle een dagomzet berekent op de duur van de dag","zie vorige vraag,"
2019-05-15 06:25:42 UTC,2019-05-15 06:27:45 UTC,completed,windows,Internet Explorer 11.0,5cac6fc0-57b2-11e8-a1f3-db66fcfd5b11,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,8,8,4,4,4,4,4,4,4,4,4,4,4,,Tools voor boekhouding,,,Kaartlezer,,,,,,,"duidelijkheid, eenvoud, iedereen kan hem bedienen, jong en oud",weet ik niet
2019-05-15 09:03:41 UTC,2019-05-15 09:06:59 UTC,completed,mac,Safari 10.1.2,50d2cccc-2ede-11e9-89f7-31c382e5b6a7,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,4,3,2,NA,5,5,5,5,5,5,4,3,5,,,,,,,,,,Geen van het bovengenoemde,,Ik zou graag op de bank de losse bedragen krijgen met datum van betalen ipv bij elkaar verzameld en dan weer uitzoeken welke bedragen er in zitten en van wie,
2019-05-16 04:56:46 UTC,2019-05-16 05:05:07 UTC,completed,android,Chrome 67.0.3396.87,0dd2fca0-3080-11e9-bb85-8db9e13b05b4,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,8,8,5,NA,5,5,5,NA,4,NA,4,3,4,,,,,,,,,,Geen van het bovengenoemde,,"Betaalunit gaat steeds uit, het duurt soms even voordat hij weer gebruiksklaar is. Transactie op telefoon staat sneller klaar dan dat het apparaat is opgestart.",Ik mis facturen met transactietieslagen incl de BTW.
2019-05-16 15:49:39 UTC,2019-05-16 15:56:23 UTC,completed,ios,Safari 12.1,b50bb2c0-593d-11e8-b02f-1ff827d9ef73,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Knab bank,8,8,4,4,5,4,5,5,5,4,4,3,4,,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Wij staan op beurzen. Ook in het buitenland. Omdat betalen in het buitenland niet mogelijk is met iZettle overwegen we over te stappen naar SumUp.,Wij staan op beurzen. Ook in het buitenland. Omdat betalen in het buitenland niet mogelijk is met iZettle overwegen we over te stappen naar SumUp.
2019-05-16 17:24:49 UTC,2019-05-16 17:27:56 UTC,completed,android,Chrome 74.0.3729.136,bd3fe7d0-5939-11e8-b344-693df97ec6c4,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via Knab,8,8,2,5,5,5,5,5,5,4,5,4,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,De producten vind ik tijdens de verkoop niet makkelijk in te vullen. Maar ik moet er ook nog aan wennen. Ben pas overgestapt namelijk,"Niets, zou meer willen afnemen maar op dit moment nog niet haalbaar"
2019-05-16 17:57:14 UTC,2019-05-16 18:00:52 UTC,completed,android,Chrome 74.0.3729.136,e25c8e00-5912-11e8-973c-30cb53b89bfd,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,5,5,4,4,4,4,4,NA,5,3,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Nvt,Nvt
2019-05-17 06:05:50 UTC,2019-05-17 06:10:13 UTC,completed,windows,Chrome 74.0.3729.131,e8cfec00-5818-11e8-ad24-bb235fb897ea,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,5,4,5,4,5,4,5,5,5,4,4,,,Tools voor personeelsbeheer,,Kaartlezer,,,, Zakelijke financiering,,,Ben nergens ontevreden over. Gebruik het voor pinbetalingen en dat gaat tot dusver helemaal goed.,Geen idee
2019-05-17 10:51:31 UTC,2019-05-17 10:53:36 UTC,completed,ios,Safari 12.0,24a85d70-5828-11e8-9b12-8c1ad718956f,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,10,10,5,4,5,5,5,5,5,5,5,5,5,Tools om verkopen te volgen en te analyseren,,Tools voor personeelsbeheer,,Kaartlezer,,,,,,,Ik gebruik de izettle nu elke week en ben tot op heden nog niet tegen problemen aangelopen. Zeer tevreden,Ik mis momenteel niks
2019-05-17 16:02:45 UTC,2019-05-17 16:05:18 UTC,completed,ios,Safari 12.1,ac59d310-5a0e-11e8-bc43-3fc463839049,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,9,9,5,4,4,5,5,NA,5,5,5,2,5,,,,,,,,,,Geen van het bovengenoemde,,Niks op dit moment,Geen
2019-05-17 16:43:36 UTC,2019-05-17 16:50:40 UTC,completed,mac,Safari 10.1.2,6358e510-59ab-11e8-8f20-aa2a3d10fdf1,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,7,8,5,4,5,5,5,NA,4,5,4,4,4,,,,,,,,,,Geen van het bovengenoemde,,"ik vind dat de Izettle toch nog vaak hapert bij een betaling, met onbekende oorzaak.. Vooral bij drukte is dat heel vervelend. Dat is het enige, want verder ben ik heel tevreden!",Kan op dit moment niet iets bedenken.
2019-05-17 20:38:40 UTC,2019-05-17 20:41:51 UTC,completed,android,Chrome 73.0.3683.90,9634ed46-320c-11e9-bc15-699387f8be0a,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Televisie,4,1,1,4,3,4,4,4,4,4,4,4,4,,,,,Kaartlezer,,,,,,,Apparaat werk niet,Beter maken
2019-05-18 19:48:54 UTC,2019-05-18 19:50:44 UTC,completed,ios,Safari 12.1,355be478-31f0-11e9-9e6b-825fd3138d5c,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,5,5,5,NA,5,5,5,5,5,5,5,,,,,,,,,,Geen van het bovengenoemde,,Ik ben blij,Mis niks
2019-05-19 06:48:54 UTC,2019-05-19 06:54:22 UTC,completed,android,Chrome 67.0.3396.87,0399a890-5a77-11e8-bc6e-34acd1b22356,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,3,4,4,4,3,3,3,4,3,4,,,,,Kaartlezer,,,,,,,Kaartlezer werkt niet contact loos,Weet niet
2019-05-19 14:21:23 UTC,2019-05-19 14:23:40 UTC,completed,ios,Safari 12.1,de95c246-32dd-11e9-a469-0ae312495fe3,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,10,10,5,5,5,5,5,5,5,5,5,3,4,,,,,,,,,,Geen van het bovengenoemde,,Nee,Nee
2019-05-19 16:41:08 UTC,2019-05-19 16:44:59 UTC,completed,windows,Internet Explorer 11.0,c4836100-5bb6-11e8-a933-a87a305666da,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,5,NA,5,5,5,NA,5,4,5,4,5,Tools om verkopen te volgen en te analyseren,,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,"snelheid ontvangst verkopen op rekening, maar gaat steeds sneller.",geen
2019-05-19 16:46:57 UTC,2019-05-19 16:50:33 UTC,completed,ios,Safari 11.0,6c995840-5b8f-11e8-b591-24d6063588f3,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),9,9,4,5,4,4,4,4,4,4,4,2,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,,,,, Zakelijke financiering,,,App om live kassaomzet mee te kijken en omzethistorie,App
2019-05-19 18:20:11 UTC,2019-05-19 18:26:52 UTC,completed,ios,Safari 12.1,718e4bd0-3393-11e9-b360-62ca9b2f376b,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),9,8,4,5,4,5,5,3,5,5,5,4,5,,Tools voor boekhouding,,Tools voor inventarisbeheer,,,,,,,,"Ik zou graag een overzicht hebben met mijn kosten aan jullie. Zodat ik dat makkelijker in mijn boekhouding kwijt kan . Een overzicht per week of per maand . Nu moet ik alles zelf na rekenen en kist het mij veel tijd.

Ook vind ik dat het geld Soma lang onderweg is, voordat het op mijn rekening staat. 

Verder heel erg tevreden en goede service!!",Zie vraag 6
2019-05-19 18:45:40 UTC,2019-05-19 18:48:04 UTC,completed,ios,Safari 12.1,f9b3f088-3374-11e9-9d4b-e3c7ff8ec588,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),8,10,3,2,4,NA,5,5,5,3,3,1,1,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,,,Loyaliteits/CRM-add-on,,,,,Geen onvrede,Koppeling met ons CRM systeem (Syntess) en koppeling met Exact
2019-05-19 18:46:09 UTC,2019-05-19 18:49:58 UTC,completed,ios,Safari 12.1,db118362-3378-11e9-9afe-e2ae98f48982,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,4,4,5,4,4,3,4,4,4,4,4,,,,,Kaartlezer,,,,,,,Nog nergens over.,Nog niets gemist
2019-05-19 20:30:30 UTC,2019-05-19 20:32:09 UTC,completed,ios,Safari 12.1,1472198c-3388-11e9-a86d-8aecfccf5510,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,5,4,4,4,5,NA,5,5,5,4,4,,Tools voor boekhouding,,,Kaartlezer,Point-of-sale-systeem,,,,,,Geen,Geen
2019-05-20 08:59:26 UTC,2019-05-20 09:01:11 UTC,completed,android,Chrome 67.0.3396.87,bf300460-5b70-11e8-8f7b-758ff8970b93,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,7,7,4,4,4,4,4,4,5,4,4,2,4,,,,,,,,,,Geen van het bovengenoemde,,Te hooge kosten,
2019-05-20 14:35:37 UTC,2019-05-20 14:47:44 UTC,completed,windows,Chrome 74.0.3729.131,89778248-33c5-11e9-913f-3a4b8b1fa993,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,1,1,5,5,5,NA,5,NA,3,4,4,,Tools voor boekhouding,,,,,,,,,,"LS,
Per mail ontvang ik welk netto bedrag u aan mij hebt overgemaakt. Da's perfect.
Liever zou ik een bruto/netto-melding krijgen. 

Ik doe de boekhouding. Van de mensen in het veld krijg ik de brutobedragen door. Deze moet ik dan ""op de gok"" linken aan de opgave die ik van u krijg.

Het lijkt mij logisch dat deze functionaliteit er wel is, maar ik heb hem nog niet ontdekt.

Vriendelijk groetend,

Leo Sloof",Vooralsnog heb ik te weinig ervaring met uw dienst om een adequaat idee te lanceren.
2019-05-20 16:20:26 UTC,2019-05-20 16:23:48 UTC,completed,ios,Safari 12.1,09b09c00-5c6d-11e8-9dfe-570e761602b5,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,8,8,3,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,Geen van het bovengenoemde,,Snelheid van verbinden met telefoon kan misschien sneller,Niks specifieks
2019-05-20 17:01:05 UTC,2019-05-20 17:04:28 UTC,completed,ios,Safari 12.1,a1bd7540-5c4f-11e8-96ba-0b5b1a5e1991,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,7,9,1,2,5,5,5,5,5,5,5,3,5,,,,,Kaartlezer,,,,,,,"Graag zie ik per dag een totaaloverzocht en totaal bedrag zodat je niet meer hoeft op te tellen, en dat het aparaat niet steeds uitgaat",Niks
2019-05-20 18:17:20 UTC,2019-05-20 18:24:33 UTC,completed,ios,Safari 12.1,945a8380-3439-11e9-91b9-c6000cb77d5e,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,3,3,5,2,5,2,4,1,3,1,1,,Tools voor boekhouding,,,Kaartlezer,,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"Transactiekosten zijn in verhouding tot onze ordergrootte best behoorlijk. Systeem werkt wel prima. 
Zou ideaal zijn als je via de App een soort van Tikkie zou kunnen combineren. Wanneer wij afrekenen bij mensen thuis hebben we niet altijd het apparaat zelf bij namelijk.","Zie
Vorige comment"
2019-05-20 18:50:20 UTC,2019-05-20 18:56:06 UTC,completed,android,Chrome 74.0.3729.157,5fca68c2-342c-11e9-a706-8a6927abfd88,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),10,10,5,5,5,5,5,5,5,NA,5,4,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,"Het zou handig zijn om via je Admin account bijv accepteren van cash betalingen in 1 keer bij alle personeelsleden uit kunt zetten. En als je meerdere artikelen van hetzelfde wilt aanslaan na aanklikken van een plaatje is een beetje omslachtig, meerdere keren op het plaatje klikken is een beetje amateuristisch",Geen suggesties
2019-05-21 11:02:23 UTC,2019-05-21 11:05:41 UTC,completed,mac,Safari 12.1.1,5fcc5560-59cb-11e8-8e42-ccf188dac3f1,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,7,6,4,1,1,4,4,4,4,1,4,1,3,Tools om verkopen te volgen en te analyseren,,Tools voor personeelsbeheer,,Kaartlezer,,,,,,,"De periode van pinnen en de storting op de bank is veel te lang. Ook het percentage per transactie is veel te hoog, waardoor we reguliere pinmachines erbij moeten houden op rustige dagen. We overwegen dan ook iets goedkopers met snellere stortingen te zoeken",Snelle hulplijn
2019-05-21 15:34:30 UTC,2019-05-21 15:38:19 UTC,completed,windows,Chrome 74.0.3729.157,26d490a0-5d28-11e8-a274-6407f1208016,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,9,5,4,5,5,5,NA,5,NA,5,4,4,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Dat je de kaartlezer kunt gebruiken zonder de app op je mobiel. Dat zou heel handig zijn.,"stand alone kaartlezer, dus zonder mobiel"
2019-05-21 15:34:40 UTC,2019-05-21 15:44:01 UTC,completed,ios,Safari 12.0,29b5f0c0-5d4b-11e8-985b-6b15f2165841,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Door collaga,10,10,5,5,5,5,5,4,5,5,5,5,5,,Tools voor boekhouding,,,,,,,,,,Ik zeer tevreden met izttle,Ja
2019-05-21 15:39:17 UTC,2019-05-21 15:43:29 UTC,completed,android,Chrome 74.0.3729.157,153494b0-5cdf-11e8-bbe4-3074e57db7fb,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,9,9,5,5,5,5,5,5,5,5,5,5,5,,Tools voor boekhouding,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,Ben tevreden,Niets
2019-05-21 15:55:00 UTC,2019-05-21 15:56:54 UTC,completed,ios,Safari 12.1,82738390-5c69-11e8-a6f1-e28561e76826,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,4,5,5,5,5,4,5,5,5,5,5,,,,,,,,,,Geen van het bovengenoemde,,Onwijs tevreden!,Tot nu toe geen functie gemist
2019-05-21 16:07:21 UTC,2019-05-21 16:10:09 UTC,completed,windows,Chrome 74.0.3729.157,3e9968e0-5cd9-11e8-8da7-c6a52934712f,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,9,5,NA,5,4,5,NA,5,5,5,4,5,Tools om verkopen te volgen en te analyseren,,,Tools voor inventarisbeheer,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,geen opmerkingen!,geen
2019-05-21 17:00:21 UTC,2019-05-21 17:03:08 UTC,completed,windows,Chrome 74.0.3729.157,07393e00-5939-11e8-b46b-7e5b540c6a4f,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),7,7,NA,NA,4,5,5,3,3,NA,NA,3,NA,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"Soms werkt de kaartlezer of de app niet en dan moet ik opnieuw opstarten. Vervelend voor wachtende klanten.
Ik vind het lastig dat je geen naam te zien krijgt bij de stortingen die gedaan worden,.. een beetje een zoekplaatje nu.
Tot slot vind ik de percentages die jullie ervan af halen niet consequent.",Zie hiervoor.
2019-05-21 19:02:43 UTC,2019-05-21 19:08:49 UTC,completed,ios,Safari 12.1,2cf7cef0-5d43-11e8-81e5-869b1091fa0c,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,NA,NA,5,5,4,5,NA,4,1,4,,Tools voor boekhouding,,,,,,,,,,"Ik heb niet goed ingeschat wat de kosten zullen zijn wanneer e hogere bedragen gepind worden.
Voor mij (blijkt achteraf) is het handiger om aan een vast maand bedrag te zitten dan aan een persentage..",Keuze in een andere vorm van contract.
2019-05-22 13:02:08 UTC,2019-05-22 13:04:43 UTC,completed,windows,Chrome 74.0.3729.169,0cea2a80-59ac-11e8-98f4-b1f41c26232d,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,9,8,4,NA,4,4,4,NA,4,4,4,4,4,,,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,tevreden !!,"voor een kleine ondernemer zoals wij, is datgene wat jullie aanbieden voldoende."
2019-05-22 17:42:39 UTC,2019-05-22 17:49:35 UTC,completed,ios,Safari 12.1,36ba90d0-5dcf-11e8-9753-9e185f707562,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),3,3,5,5,5,5,5,3,4,4,4,4,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,,,,, Zakelijke financiering,,,"Synchronisatie tussen beide iPads werkt al weken niet. Dit zorgt voor veel stress, fouten en frustraties.","Als het systeem werkt, is er veel mogelijk."
