Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hvor hørte du om iZettle?,"2. 2. Generelt, hvor fornøyd er du med iZettle, på en skala fra 1 til 10?",3. 3. Hvor sannsynlig er det at du vil anbefale iZettle til en venn eller kollega?,"4.1. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kontoen din på my.iZettle.com","4.2. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kortleseren","4.3. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Hvordan du kan ta betalt","4.4. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Totalbeløpet du kan godta per kortbetaling","4.5. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Innskuddsordningen","4.6. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Hvordan du kan tilby kundene kvittering
","4.7. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Transaksjonsgebyrene","4.8. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kommunikasjonen (f.eks. meldinger om nye versjoner, tips og triks, Kontooppdateringer)","4.9. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kompatibiliteten med tilbehør (f.eks. skrivere, stativer, strekkodeskannere osv.)","4.10. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kundestøtten","4.11. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Salgsrapportene","5. 5. Hvilke av følgende produkter, tjenester eller løsninger kjenner du til at, eller tror du at iZettle kan tilby små bedrifter?",,,,,,,,,,,6. 6. Vi søker alltid å øke og forbedre servicen vi yter overfor kundene våre. Forklar nedenfor hvis det er noe du er spesielt misfornøyd med:,7. 7. Vi søker alltid å øke og forbedre servicen vi yter overfor kundene våre. Forklar nedenfor hvis det er noe funksjonalitet i tjenesten vår du savner i dag:
2019-05-12 18:13:35 UTC,2019-05-12 18:18:24 UTC,completed,ios,Safari 12.1,1ba1bada-2e17-11e9-a419-cf56f3350a6b,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Nettannonser,8,9,5,5,5,5,5,NA,4,5,NA,5,5,,,,,,,Bokføringsverktøy,Kortleser,,,,"Ikke noe spesielt. Jeg skulle ønske jeg kunne se navnet på den som har innbetalt, snn som man kan i Vipps",Se forrige
2019-05-13 18:55:11 UTC,2019-05-13 19:01:21 UTC,completed,android,Chrome 67.0.3396.87,5fd33c16-2ecf-11e9-8230-c6c4c5245b68,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,3,5,5,5,5,, Kassasystem,,,,,,,,,,🌞,🌞
2019-05-13 19:07:49 UTC,2019-05-13 19:10:33 UTC,completed,android,Chrome 67.0.3396.87,f1bfca4a-2ecf-11e9-b4cd-a7985580d776,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,10,10,5,5,5,5,5,5,5,5,NA,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,,,"Ingenting, det er supert for min lille bedrift",Ingen
2019-05-15 18:28:57 UTC,2019-05-15 18:30:34 UTC,completed,windows,Firefox 66.0,17ce010e-3063-11e9-9e44-f1945c678243,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,9,9,5,4,5,5,5,5,4,5,4,5,5,, Kassasystem,,,,,,Kortleser,,,,ingenting,savner ingenting
2019-05-15 23:30:35 UTC,2019-05-15 23:34:04 UTC,completed,ios,Safari 12.1,3fd09372-3056-11e9-a12c-4dfeb8cdb870,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,8,8,4,4,4,4,4,4,3,3,4,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,,,,,Intet spesifik,Føler ikke det etter vårt behov
2019-05-16 08:54:46 UTC,2019-05-16 09:11:42 UTC,completed,windows,Microsoft Edge 18.17763,93d36270-5842-11e8-bd8a-9ecdaaa61e21,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jeg jobber med betalinger, og kjente derfor til iZettle",8,8,4,5,5,5,NA,5,5,1,5,1,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,Fakturaprogram,,Kortleser,,Verktøy til å spore og analysere salget med,,"Jeg har rapportert flere ganger at iZettle er et godt produkt, og at personer på support gjør så godt de kan innenfor iZettle's arrogante enveis-system mellom support og teknisk. Som kunde føler jeg at iZettle totalt glemmer at det faktisk er kundene som betaler for deres levebrød, og jeg har nå gitt opp å kommunisere vedr. tekniske utfordringer/forbedringer (software). Vi fortsetter dermed med iZettle, men som totalt likegyldig kunde, som IKKE anbefaler produktet videre. Og når evt. andre tilsvarende løsninger blir tilgjengelig, er veien kort til bytte.

For n-te gang, produktet er bra, men kommunikasjon med teknisk er under null. Og det er IKKE de stakkars folkene på support sin feil. Dette ligger på INGEN andre enn ledelsens valg av interne rutiner !!

Og så langt har jeg heller ikke sett noen endringer i positiv retning med ny eier.

Tord Coucheron
Founder og CTO
Unite Global - Et globalt realtids betalings- og oppgjørsnettverk for banker

… Et system som iZettle og PayPal etter hvert vil gi en arm for å tilknyttes, men som på samme arrogante måte sikkert da ikke svarer !!!","Dette har jeg sendt inn utallige ganger uten noen form for tilbakemelding, så hvorfor i alle dager skulle jeg gidde dette ennå en gang ??"
2019-05-17 19:17:56 UTC,2019-05-17 19:22:12 UTC,completed,ios,Safari 12.1,1d8ffef2-31e0-11e9-8b4e-517247785cc8,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Tvunget,6,6,5,5,5,5,5,3,4,5,3,4,5,, Kassasystem,,,,,,,,,,Nei,Nei
2019-05-19 20:42:59 UTC,2019-05-19 20:47:18 UTC,completed,windows,Opera 58.0.3135.132,0dde3ca0-5b5b-11e8-a60e-635eb4fa1c8a,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),4,7,4,5,5,2,NA,5,3,2,NA,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,Bedriftsfinansiering,,,Kortleser,,,,Grei kundeservice som også er tilgjengelig store deler av døgnet.,Applikasjonen deres på Android er svært ustabil og viser ofte tegn til problemer med deres eget kassesystem slik som kasseskuff og kvitteringsskriver. Vi skulle også ønske at iZettle PRO var tilgjengelig i Norge samt at deres lånefunksjon til småbedrifter også var skottet på faktisk små bedrifter med omsetning under 30 000 per måned. Dere har jo til tross av alt nesten 2 prosent av all omsetning til bedrifter slik at en låneordning vil jo bare sikre dere større deler av kaken for en liten bedrift med vekstpotensiale.
2019-05-21 07:31:27 UTC,2019-05-21 07:34:19 UTC,completed,ios,Safari 10.0,441b533a-3426-11e9-943c-e823c463d663,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,9,10,5,5,5,5,5,3,3,5,NA,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,Ikke misfornøyd med noe,Det fungerer veldig bra
2019-05-23 15:26:51 UTC,2019-05-23 15:29:11 UTC,completed,ios,Chrome 74.0.3729.121,96cc2960-5e7f-11e8-bf44-6058c42439dc,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),6,6,5,4,4,1,2,3,1,NA,NA,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,Bokføringsverktøy,Kortleser,,,,Prisene,
2019-05-23 16:41:32 UTC,2019-05-23 16:46:43 UTC,completed,ios,Safari 12.1,7f1a6160-5e75-11e8-ac4d-9d24b807f3c1,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,9,9,5,4,5,4,5,4,2,4,3,3,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,,,Ingen ting,👍
2019-05-23 18:49:49 UTC,2019-05-23 19:01:30 UTC,completed,windows,Chrome 74.0.3729.169,0ad26de0-5e69-11e8-8877-8a30bb29fde4,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,7,8,4,4,4,4,4,5,4,4,3,3,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,Bedriftsfinansiering,Fakturaprogram,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,"Retursystemet. Ikke alltid kunden skal ha bare retur, men også handle i tillegg. Hadde vært fint om det var mulig å gjøre i samme trinn.
Kontant uttak.
Faktura i papirformat til skoler og institusjoner via kassa, nå går det på korttransaksjon noe som ikke er godkjent hos disse.
Samkjøring mellom nettbutikk ( woocommerse) når varer med æøå blir til runelignende bokstaver i stedet slik at det er umulig å feks søke opp synåler, for det blir noe ala syn§ler. 
samkjøring mellom lager nettbutikk/butikk. det ene programmet tilbakefører rettinger gjort manuelt. Dette er nå på plass etter mye om og men.
Appen får ofte ""bug"" så den må avistalleres og legges inn på nytt. ofte når det skal betales med kort. at den lukker ned hele systemet.  Dette har jeg gitt beskjed om flere ganger, nå har jeg egentlig gitt opp.
Bankterminalen har også en tendens til å slå seg av når kort innføres i terminalen ved betaling. (dette er også rapportert inn flere ganger, uten at de forstår hvorfor)",se punkt 6.
2019-05-23 19:01:52 UTC,2019-05-23 19:08:14 UTC,completed,android,Chrome 74.0.3729.157,3bb7d266-35d1-11e9-9915-9c09ae03f25a,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,4,4,5,5,4,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,,,,,Ingenting å klage over.,Ingen
2019-05-27 05:38:16 UTC,2019-05-27 05:41:19 UTC,completed,windows,Internet Explorer 11.0,0c76ebae-3923-11e9-9faa-6a02dfb65933,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,9,9,5,5,5,5,5,3,2,3,NA,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,ingen problemer,ingen
2019-05-28 06:51:37 UTC,2019-05-28 07:06:26 UTC,completed,windows,Internet Explorer 11.0,49cc6c5e-39c3-11e9-95e3-6e1d6642830e,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,7,7,4,5,5,5,NA,5,3,3,NA,3,3,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,Bedriftsfinansiering,Fakturaprogram,Bokføringsverktøy,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,"'-Spørsmål sent på mail til kundeservice tek alt for lang tid å få svar på. Spørsmål stilt via telefon får ein raskt svar på, gitt at kundeservice kan svare/hjelpe på ståande fot. Værre om spørsmål må sendast på mail...","'-Skulle gjerne hatt ei kollonne med z-rapport nr i salsoversikt (nettportal -> Salg)
-Medarbeidar skulle hatt tilgang til sine z-rapportar i ei lengre periode 
-Mulighet for å hente ut z-rapport frå nettportal
-Skulle hatt mulilghet til å ha fleire admin-brukarar"
2019-05-28 18:39:52 UTC,2019-05-28 18:42:57 UTC,completed,windows,Chrome 74.0.3729.169,f059df7c-3aca-11e9-b8f0-671d9d8560c3,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,7,10,5,5,5,5,5,5,5,4,3,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,Bedriftsfinansiering,,,Kortleser,,,,ikke noe spesielt,ikke noe
2019-05-28 21:24:49 UTC,2019-05-28 21:32:48 UTC,completed,windows,Firefox 67.0,15099f0c-3a6b-11e9-940f-5efe0f229bc1,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,8,8,4,4,4,4,NA,4,4,5,NA,5,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,Fakturaprogram,,Kortleser,,,,"Vil gjerne ha skriver og kortleser sammen. Nå må jeg bruke 3 ting - telefon, kortleser og skriver.
Jeg håper dere snart kan ta vanlig DNB kort. Jeg jobber med mange eldre og de har ikke Visa, så det er et problem.
Ellers veldig fornøyd med alt sammen.",Ja Dnb kort.
2019-05-29 00:10:33 UTC,2019-05-29 00:14:03 UTC,completed,windows,Chrome 74.0.3729.157,0eba7bd0-5f8d-11e8-8a87-abe2c57d9fdf,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,8,9,3,4,5,5,NA,5,2,4,5,3,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)",,,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,"av og på knappen blir konstant trkt inn av kunder når de skal betale, så de slår den av hele tiden. Litt irriterende når det tar de ekstra sekundene og vi er klare til å avslutte, men så blir det litt sånn awkward når det plustelig ikke fungerer. 
Knappen er lokalisert slik at når de skal sette inn kortet så holder de alltid i øvre høyre hjørnet",nei
2019-05-29 17:43:41 UTC,2019-05-29 17:47:35 UTC,completed,android,Chrome 67.0.3396.87,c3b56660-637c-11e8-b3d4-ff8a85f31640,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Nettannonser,9,9,5,5,5,5,5,3,4,NA,NA,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,,,Kortleser,,Verktøy til å spore og analysere salget med,,Savner en måte å bruke 2 kortlesere samtidig på ett system.,Bruk av flere kortlesere samtidig på ett system.
2019-05-29 19:48:08 UTC,2019-05-29 19:53:06 UTC,completed,android,Chrome 74.0.3729.112,cb760026-3b44-11e9-b180-ab6adfb801db,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,8,9,5,5,5,5,4,2,3,3,3,3,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,"Fornøyd, men i ""fuktig"" miljø(liten passasjerbåt), er papirkvittering lite egnet. Men, mailkvittering funker utmerket",Nei
2019-05-30 06:16:52 UTC,2019-05-30 06:24:51 UTC,completed,windows,Microsoft Edge 17.17134,ba6f87dc-3b4b-11e9-bdd2-1453ac00badf,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,4,5,4,2,4,3,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,Litt for høye gebyrer.,Ikke noe.
2019-05-30 18:15:14 UTC,2019-05-30 18:17:51 UTC,completed,ios,Safari 12.1,5477b81e-3c13-11e9-b8e8-4e1ec9d2392e,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,8,8,5,5,5,5,5,5,1,4,NA,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,Verktøy til å spore og analysere salget med,,For høy gebyr pr. Transaksjon,.
2019-05-31 09:20:55 UTC,2019-05-31 09:25:51 UTC,completed,ios,Safari 12.1,1b1b3310-63e8-11e8-9069-de70406234e4,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiale medier,3,4,3,5,3,3,3,5,2,2,3,1,2,, Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,,,R,Norsk
2019-05-31 14:18:27 UTC,2019-05-31 14:22:14 UTC,completed,windows,Chrome 74.0.3729.169,7d486ad0-63f7-11e8-9cc9-82202eea2bb6,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,5,5,5,2,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,"Kjøpe kassasystem med kvitteringsskroiver (mpop) fikk den til å virke etter en stund på android nettbrett. men måtte ringe kundestøtte - der eg møtte en noe sur kundebehandler som sa at denne fungerte bare p apple sine produkt. 
Det står ingenting om at den kun skal fungere på apple sine produkt på sidene deres, og den fungerer nå på mitt androide nettbrett.
men kjedelig å bli møtt av halvsur kundebehandler. 
utenom det er eg kjempefornøyd:)",nei
2019-06-01 05:36:44 UTC,2019-06-01 05:39:41 UTC,completed,windows,Firefox 67.0,4a293d10-64cd-11e8-9948-90c037165748,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,10,9,5,5,5,5,NA,5,4,NA,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,Har ingenting å utsette,savner ingenting
2019-06-01 11:14:13 UTC,2019-06-01 11:17:19 UTC,completed,windows,Firefox 67.0,fff112f0-643a-11e8-9e74-e4b1197142e5,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,9,9,4,5,5,5,NA,4,3,3,NA,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,Ingenting,Det er greit for meg
2019-06-02 19:05:13 UTC,2019-06-02 19:11:08 UTC,completed,windows,Chrome 74.0.3729.169,6382c090-65a6-11e8-aff9-97e68d32c55a,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,husker ikke,7,7,4,3,2,3,NA,4,2,2,NA,2,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,,,Kortleser,,,,"Vi ønsker en funksjon hvor vi kan velge produkt, men så taste inn beløpet selv. Altså produkt uten fast pris. Videre ønsker vi mulighet for å velge antall av ett produkt slik at en ikke må taste inn samme produkt 33 ganger når vi har en gruppe på 33 gjester som skal betale samlet. Videre ønsker vi en rabatt som kan gis på hvert enkelt produkt. Per nå trekkes rabatten fra hele summen ikke bare det ene produktet vi har rabattert pris på.",Se forrige svar
2019-06-02 20:14:18 UTC,2019-06-02 20:16:44 UTC,completed,ios,Safari 12.1,f550ba28-3ead-11e9-ac8b-b319c6e3696f,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,Bokføringsverktøy,,,,,Ingen ting.,..
2019-06-02 21:01:52 UTC,2019-06-02 21:07:26 UTC,completed,windows,Chrome 74.0.3729.169,07aa90f0-588a-11e8-a65f-bf6b532b4833,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,8,9,4,5,5,5,4,5,2,NA,NA,NA,4,,,,,,Fakturaprogram,,Kortleser,,,,Mitt forhold til iZettle har vært nærmest problemfritt. Det eneste er at transaksjonsgebyrene er litt høye.,Jeg har hatt litt problemer med å få iZettle til å registrere betalingen opp i mot tilhørende kontantnota i regnskapssystemet. ( Jeg bruker eAccounting.)
2019-06-03 06:35:22 UTC,2019-06-03 07:04:36 UTC,completed,android,Chrome 74.0.3729.157,31ec96e0-6647-11e8-8262-c6e9f505cce9,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,6,6,3,5,5,5,5,5,5,5,1,4,1,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,,,"1/ our number-one BIG problem is that absence of tracking and reporting PER FILE/FOLDER. This has us loose a considerable amount of time as we work with sometimes up to 5 or 6 bands : we create items (shirts, cd, LP) that we gather in ""bands"" files. This allow us a fast execution on the field. Yet, in the end, all the items appear in the reporting without any consideration of the file they're in, and we have to go manually through everything in order to know which band sold what, for what amount. And lemme tell you that when it comes to cash, it's not especially fun to have to open every single receipt, and write on paper whose band is getting the cash... All it would take to change, is the possibility to have the stats per FILE (items + card/cash) , in addition of the current reporting display. It would definitely make the life of merchandisers soooooooooo much easier, as we loose maybe 2 hours on these ""unnecessary"" operations on each assignment 🙂

1bis / we'd prefer to bring Izettle with us abroad than SumUp, who works internationally. We had to buy their solution as we also travel to festivals. All our touring colleagues do the same. So, the possibility to use Izettle while on international tour would be truly beneficial. 

2/ we encountered many bugs while updating the list of the products ""on the field"", meaning during concert assignments : the registered items would suddenly disappear, or the folder they were in, having them all over. And this several times in the row, creating very challenging situations where we couldn't use the system to take paiements at all. 😟

3/ when working simultaneously with a colleague, an extremely delayed update with the new items, and often the disappearance of the folders they were in in the process of the update.

Feel free to contact us if there's any way for us to help develop the system further. 🙂","Everything is stated in 6.
But to insist a bit more :
- reportings per file in addition of the current stats
- International coverage of paiements so we can tour with Izettle"
2019-06-03 09:15:20 UTC,2019-06-03 09:18:53 UTC,completed,mac,Safari 12.1.1,155d047a-3e68-11e9-bb64-64fd43071412,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,3,5,NA,NA,NA,3,5,NA,5,5,,,,,,,Bokføringsverktøy,,,,,ikke noe foreløpig,ingen
2019-06-03 17:21:56 UTC,2019-06-03 17:24:58 UTC,completed,windows,Chrome 74.0.3729.169,68e32950-675c-11e8-8d45-6bdbfe3d6d9f,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),9,10,4,4,5,5,NA,4,3,5,4,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,Bedriftsfinansiering,,,Kortleser,,,,"Er ikke spesielt misfornøyd med noe, generelt godt fornøyd",Enda bedre kompatibilitet med Visma eAccounting og DNB bank :-)
2019-06-03 19:39:23 UTC,2019-06-03 19:42:47 UTC,completed,ios,Safari 12.1.1,14ad0946-3f24-11e9-8169-b139fc4bc56e,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,6,5,4,4,4,3,4,4,1,3,3,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,Bedriftsfinansiering,Fakturaprogram,Bokføringsverktøy,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,"Prosentene per salg svir og er for dyre. Vi liker produktet, men vi ser etter et godt produkt med lavere kostnader og prosenter av salg og bruk.",Krypto betaling
2019-06-04 19:09:41 UTC,2019-06-04 19:14:54 UTC,completed,android,Chrome 74.0.3729.157,99a3a5a0-683e-11e8-906f-f6d1746e6542,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,8,9,3,5,5,5,5,5,4,4,4,4,2,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,,,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,Ønsker et bilag for overføringene til min konto. Z-rapporten viser ikke konkret beløp som blir overført til konto. Regnskapsfører etterlyser tydeligere bilag for hver overføring.,Kontantuttak ved kortbetaling
2019-06-04 21:20:51 UTC,2019-06-04 21:23:05 UTC,completed,mac,Safari 12.1.1,9e0ec8fe-4051-11e9-a9e3-a618f0da625a,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,gjennom jobb,8,8,4,4,4,5,5,4,2,3,2,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,Verktøy til å spore og analysere salget med,,kvitteringsskriver som aldri vil koble seg til og være stabil i funksjonalitet,.
2019-06-05 06:43:44 UTC,2019-06-05 06:47:03 UTC,completed,mac,Safari 12.1.1,7600ca68-3fe0-11e9-967f-ecf9c0a29fa1,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,4,5,5,NA,NA,4,5,4,NA,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,Verktøy til å spore og analysere salget med,,Jeg er ikke spesielt misfornøyd med noe.,Så langt har jeg ikke savnet noe spesielt.
2019-06-05 20:07:27 UTC,2019-06-05 20:09:24 UTC,completed,windows,Internet Explorer 11.0,9e6bda88-3ff9-11e9-8cbd-44a09a0ef2f3,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,7,8,5,5,5,4,4,5,2,4,4,3,4,, Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser, Verktøy til styring av medarbeidere,,,OK,Nei
2019-06-05 20:17:04 UTC,2019-06-05 20:23:48 UTC,completed,windows,Microsoft Edge 17.17134,bb01da28-40a1-11e9-8df6-9b1db72ad5dc,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,facebook,10,10,5,5,5,5,5,5,5,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,Fakturaprogram,,Kortleser,,,,ingen ting,kunne tenkt og fått sånt klister som viser viket kort som aksepteres i terminalen
