Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Mitä kautta tutustuit iZettleen?,2. 2. Miten tyytyväinen olet yleisesti iZettleen?,3. 3. Kuinka todennäköisesti suosittelisit iZettle ystävälle tai työtoverille?,"4.1. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Viestintä (esimerkiksi uusista iZettlen toiminnoista, vinkit & niksit, tilin päivitykset)",4.2. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Tilisi osoitteessa my.izettle.com,"4.3. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Yhteensopivuus lisävarusteiden kanssa (esimerkiksi tulostimet, telakat, viivakoodinlukijat jne.)",4.4. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Kuitin tarjoaminen asiakkaillesi,4.5. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Yksittäisten korttimaksujen maksukatto,"4.6. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Asiakaspalvelu
",4.7. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Maksujen vastaanottaminen,4.8. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Kortinlukija,4.9. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Myyntiraportit,4.10. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Tapahtumakulut,4.11. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Talletukset,"5. 5. Mitä seuraavista tuotteista, palveluista tai ratkaisuista tiedät iZettlen tarjoavan tai mitä seuraavista arvelet iZettlen voivan tarjota pienyrityksille?",,,,,,,,,,,,,,,,,,"6. 6. Pyrimme aina parantamaan palvelua ja kokemusta asiakkaillemme. Pyydämme teitä ystävällisesti kertomaan, mikäli: olette johonkin erityisen tyytymätön.","7. 7. Pyrimme aina parantamaan palvelua ja kokemusta asiakkaillemme. Pyydämme teitä ystävällisesti kertomaan, mikäli: kaipaat palveluumme joitain uusia toimintoja."
2019-05-30 19:13:30 UTC,2019-05-30 19:16:25 UTC,completed,ios,Safari 10.0,752abf20-3a9c-11e9-bbb0-903258908050,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,4,NA,5,3,NA,5,5,NA,3,5,,,Kortinlukija,,,,,,,,,,,,,,,,Ei moitittavaa,Eos
2019-05-31 04:25:27 UTC,2019-05-31 04:34:59 UTC,completed,android,Chrome 73.0.3683.90,56f795c0-63ef-11e8-8ab4-6f02e76dbf52,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,8,3,4,3,4,4,3,4,4,4,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,,,,,,,,,,,,,Käteiskuitti ?,Käteiskuitti ?
2019-05-31 15:33:55 UTC,2019-05-31 15:36:08 UTC,completed,android,Chrome 74.0.3729.157,4d05392e-3c15-11e9-9bab-42f973449f18,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,5,5,NA,5,NA,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,En ole. Puhelimeni joskus hidastelee,En keksi
2019-06-01 12:52:50 UTC,2019-06-01 12:55:38 UTC,completed,android,Chrome 74.0.3729.157,16d17ef0-64fa-11e8-91fe-2f6cf5d3e75c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,5,4,NA,3,4,4,5,5,NA,5,5,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Olen tyytyväinen.,Tämä toimii tällaisenaan hyvin
2019-06-01 15:42:26 UTC,2019-06-01 15:45:58 UTC,completed,android,Chrome 74.0.3729.157,3d62d4d0-65c5-11e8-8df5-eb102cdbc057,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,8,4,5,NA,4,NA,NA,3,3,4,4,4,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Sovellus ja kortinlukija pelaavat välillä huonosti yhteen, esim. kuittien tarkastelu ei onnistu läheskään aina. Kortinlukija myös joskus sulkeutuu, kun kortin laittaa sisään.",Ei tule mieleen
2019-06-02 06:34:48 UTC,2019-06-02 06:39:53 UTC,completed,windows,Firefox 67.0,b512aea8-3b9c-11e9-8295-500bec9ec7a9,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,9,9,5,4,NA,4,4,5,5,5,5,3,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Ei erityistä tyytymättömyyden aihetta.,En kuukauden kokemuksella osaa vielä toivoa mitään lisää.
2019-06-02 15:10:50 UTC,2019-06-02 15:14:15 UTC,completed,ios,Safari 12.0,beedcfe0-64b3-11e8-987e-1b2cba34ee55,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,9,9,3,NA,NA,5,4,NA,4,4,5,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Ei ole mitään erityistä.,En osaa sanoa.
2019-06-02 17:06:34 UTC,2019-06-02 17:09:48 UTC,completed,ios,Safari 12.1,2a6330d6-3e47-11e9-b3ef-447593696c17,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,9,9,4,5,4,4,4,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Olen ollut tyytyväinen,En osaa sanoa mitä muuta tarviis!
2019-06-03 05:49:40 UTC,2019-06-03 05:51:56 UTC,completed,windows,Chrome 74.0.3729.169,de0e24fc-3db5-11e9-a914-ea0047c78e23,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiaalisen median,8,9,4,5,4,5,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,,,,,,Kirjanpitotyökalut,,,,,,,,,,Kaikki toimii hyvin!,iZettle tarjoaa jo kaiken mitä tarvitsen tällähetkellä.
2019-06-03 07:48:44 UTC,2019-06-03 07:51:35 UTC,completed,windows,Firefox 52.0,954ecb78-3e81-11e9-8f4c-07e51e3584e1,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,7,8,5,5,3,5,4,4,3,3,5,5,5,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Joskus vaikea saada toiminmaan jos lähellä muita laitteita.,Ei tarvetta
2019-06-03 12:37:10 UTC,2019-06-03 12:41:17 UTC,completed,android,Chrome 67.0.3396.87,29913c18-3c1a-11e9-be72-b5c3a840b65f,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,10,5,5,5,5,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,En ole tyytymätön,En osaa sanoa
2019-06-03 18:33:30 UTC,2019-06-03 18:35:01 UTC,completed,ios,Safari 12.1.1,45bdf710-6767-11e8-98bd-daa89163fde2,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,7,7,NA,5,NA,4,NA,NA,NA,4,1,2,4,,,Kortinlukija,,,,,,,,,,,,,,,,...,...
2019-06-04 09:11:50 UTC,2019-06-04 09:17:27 UTC,completed,windows,Microsoft Edge 18.17763,806b4910-625f-11e8-8633-2d55d1f9b66c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,8,3,3,NA,4,NA,3,3,4,3,3,3,,,Kortinlukija,,,,,,,,,,,,,,,,"parempi erittely, jos yrityksessä on useampi izettle korttipääte, nyt tilityksiä ei voi eritellä, tulevat kaikki koontina. Pitäisi olla mahdollisuus nimetä korttipäätteet, jotta tilitysten seuranta olisi helpompaa.",kts edellinen kohta.
2019-06-05 06:01:51 UTC,2019-06-05 07:42:37 UTC,completed,windows,Microsoft Edge 17.17134,96c03490-6819-11e8-b7ea-ba4c7f6da2c6,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Etsimme edullista maksukortti sovellusta,7,6,4,3,1,1,3,3,4,4,4,3,NA,,,,,,,,,,Ei mitään näistä,,,,,,,,,"Tilasimme  myös iZettle kuittitulostimen, ei ole koko aikana toiminut kunnolla.
Tällä hetkellä suuria vaikeuksia saada yhteys pelaamaan.

Kirjoittaja on toimistotyöntekijä Susanna Venäläinen p.0400759142 Kyminsuu/Karhulan Työväennäyttämön kannatusyhdistys ry

Minna Lindperg on meidän puheenjohtaja, joka on tehnyt laitetilauksen, mutta ei käytä iZettleä.","ohjeistusta, kuinka kaikki saadaan toimimaan."
2019-06-05 08:00:02 UTC,2019-06-05 08:02:21 UTC,completed,windows,Chrome 74.0.3729.169,cdaadb40-67dd-11e8-99d7-95efb311daa4,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,9,9,4,4,NA,4,NA,NA,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,'- ei tule mitään mieleen,"'- ei tule mitään mieleen, toimii hyvin meidän tarpeisiin"
2019-06-05 15:25:59 UTC,2019-06-05 15:44:17 UTC,completed,android,Chrome 74.0.3729.157,f630f970-68ee-11e8-8642-b91dae893815,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,8,9,3,4,3,3,2,3,4,4,4,3,3,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Myyntisovelluksessa syötettäessä ""Muu summa"" ei lukumäärän syöttäminen onnistu.",'-
2019-06-05 16:38:53 UTC,2019-06-05 16:40:47 UTC,completed,mac,Chrome 73.0.3683.86,987fa780-68cc-11e8-a69b-e9c3020cafe0,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,Kirjanpitotyökalut,,,,,,,,,,viitenumeron käyttö kiitos! ylimääräisiä pankkikustannuksia viestillisistä siirroista,sama kuin edellinen
2019-06-05 16:44:30 UTC,2019-06-05 16:49:36 UTC,completed,android,Chrome 74.0.3729.157,efb965f0-6899-11e8-87de-e9870b8feea6,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,8,8,5,4,4,3,3,4,4,4,3,4,4,Myynnin seuranta- ja analysointityökalut,,,,,,,,,,,,,,,,,,Raportointi tuotteintain?,Raportoinnin monipuolisuus
2019-06-05 17:26:50 UTC,2019-06-05 17:31:13 UTC,completed,android,Chrome 74.0.3729.136,ba4ccfa0-3b62-11e9-84d9-10ebb82c7f3e,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,7,8,3,5,3,4,5,5,2,2,5,3,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Kortinlukija ei aina toimi kunnolla, esim.yhdistäminen ei aina onnistu, melkein joka viikko pitää asentaa uudelleen.",Ei tule nyt mieleen mitään.
2019-06-06 10:43:53 UTC,2019-06-06 10:47:32 UTC,completed,android,Chrome 67.0.3396.87,008bb140-6899-11e8-bf52-787fef781f67,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,10,5,5,5,5,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,No ei ole mitään. Olen tyytyväinen tähän ratkaisuun yrityksessäni.,Tämä riittää tällä hetkellä :)
2019-06-07 06:45:04 UTC,2019-06-07 06:51:56 UTC,completed,windows,Chrome 74.0.3729.169,b8a74ef0-6976-11e8-a0aa-b8c0aad42e37,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,8,9,4,4,NA,4,3,NA,4,4,5,2,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,,,,,,,,,,,,,,,"Kortinlukija on edullinen, mutta kuittitulostin kohtuuttoman hintainen.",Tällähetkellä en osaa kertoa mitään erityisiä toiveita.
2019-06-07 07:03:39 UTC,2019-06-07 07:08:23 UTC,completed,windows,Chrome 74.0.3729.169,2ff231f0-40f4-11e9-9720-fd5dee48ed78,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,8,9,2,4,2,5,NA,NA,5,2,4,4,3,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"iZettle on toiminut aivan ihanasti tähän asti. Käytän kortinlukijaa puhelimella. Ostin kuitenkin uuden puhelimen (iPhone 8S) ja siihen vielä lisäosan (Lite), että saisin vanhan sinisen iZettleni toimimaan sen kanssa, mutta siltikään nuo kaksi eivät keskustele keskenään. Harmillista, sillä joudun nyt kantamaan vanhaa hajonnutta luuriani mukanani vain tästä syytä.",En kaipaa.
2019-06-07 15:32:38 UTC,2019-06-07 15:41:17 UTC,completed,android,Chrome 74.0.3729.136,773a2740-6a83-11e8-bc58-e52031947b2c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,8,2,2,1,2,4,4,5,5,5,2,5,,,,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Vanha versio parempi,En kaipaa
2019-06-07 19:09:20 UTC,2019-06-07 19:11:33 UTC,completed,ios,Safari 12.1,1f96c4a0-6a81-11e8-9b95-22c19fbd4a53,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,10,10,2,5,3,3,3,3,5,5,5,5,5,,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,En ole tyytymätön,Ihan hyvä näin
2019-06-08 20:55:15 UTC,2019-06-08 20:58:19 UTC,completed,android,Chrome 74.0.3729.157,68c8ee4c-397e-11e9-8dd3-89a602aba8d7,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiaalisen median,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,Ei mitään näistä,,,,,,,,,"Izettle ei toimi honorin kanssa, tästä ei mainittu missään vaiheesss",Pitäisi toimia kaikkien puhelimien kanssa
2019-06-09 11:28:47 UTC,2019-06-09 11:30:55 UTC,completed,mac,Safari 12.0.3,a2345980-6b22-11e8-b342-e06c73fc2aa9,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,7,7,3,4,5,5,4,3,5,5,5,2,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Kallis,no comments
2019-06-09 17:55:18 UTC,2019-06-09 17:59:32 UTC,completed,windows,Chrome 74.0.3729.169,bc7d2020-43f2-11e9-9c89-52a0a4bde348,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,2,NA,4,NA,NA,5,4,2,4,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,kuukausittaiset myynnit joista näkyy alv oli vaikea löytää,.
2019-06-10 07:32:42 UTC,2019-06-10 07:34:40 UTC,completed,windows,Microsoft Edge 17.17134,91327d50-40a2-11e9-9f82-bdf72d6105c7,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiaalisen median,9,9,3,4,3,5,NA,5,5,5,4,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,kaikki ok,kaikki ok
2019-06-10 09:00:36 UTC,2019-06-10 09:04:14 UTC,completed,windows,Firefox 67.0,ab507292-43bc-11e9-a45d-e6610437aa2f,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,8,8,3,4,3,3,4,4,5,4,5,3,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,En ole erityisen tyytymätön.,En kaipaa mitään erityistä.
2019-06-10 13:11:15 UTC,2019-06-10 13:13:10 UTC,completed,android,Chrome 75.0.3770.67,72b974a0-64f2-11e8-b5e7-41b9884bc47e,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,10,10,5,5,NA,5,5,5,5,5,5,5,5,,,Kortinlukija,,,,,,,,,,,,,,,,En ole. 😊,Ei tule mieleen. Ei Fingerpori-huumoria tämä.
2019-06-10 16:41:09 UTC,2019-06-10 16:45:50 UTC,completed,android,Chrome 67.0.3396.87,ae0de300-6c96-11e8-bc6a-1aee8739e402,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Op pankki hyvä asiakas palvelu oli.,10,10,5,5,5,5,5,5,5,5,5,5,5,,,Kortinlukija,,,,,,,,,,,,,,,,Kaikki hyvin,En osaa sanoa
2019-06-10 16:46:58 UTC,2019-06-10 16:49:29 UTC,completed,ios,Safari 12.1,1ed8c970-6cbe-11e8-99ac-3577d033b2a6,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,6,5,4,4,NA,4,NA,NA,4,2,4,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,,,,,,,,,,,Provisio kallis verrattuna sum uppiin,Kortinlukijan pidempi akun kesto
2019-06-10 16:48:20 UTC,2019-06-10 16:52:00 UTC,completed,ios,Safari 12.1,56a0e2f0-44c9-11e9-a84e-cd10a8744e39,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,10,10,5,5,5,5,5,5,5,5,5,5,NA,,,Kortinlukija,,,,,,,,,,,,,,,,Olen tosi tyytyväinen,Olo
2019-06-10 17:09:50 UTC,2019-06-10 17:13:13 UTC,completed,windows,Chrome 74.0.3729.169,b2c2193c-43cf-11e9-a854-9381be939332,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,Ei mitään näistä,,,,,,,,,Asiakas maksaa kätesellä. En saa kuittia annettua asiakkaalle.,Kaikki hyvin.
2019-06-10 18:55:27 UTC,2019-06-10 18:59:05 UTC,completed,windows,Chrome 74.0.3729.169,382dec60-6c74-11e8-861b-76d62fd697c9,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,NA,4,NA,3,5,3,5,5,5,4,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,,,,,,,,,,,,,,,Zettle-tuki ei vastaa sivun kautta lähetettyihin pyyntöihin/kysymyksiin.,'-
2019-06-11 07:26:03 UTC,2019-06-11 07:29:21 UTC,completed,windows,Microsoft Edge 16.16299,b25784a0-68a6-11e8-8aa5-054b5e192d9c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,8,8,3,4,NA,3,NA,3,3,4,3,2,3,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"DHL.kuljetuspalvelun toiminta oli erittäin huonoa, kun laite piti saada nopeasti pyydettyyn osoitteeseen. Aikataulut eivät pitäneet ja heidän toiminnastaan aiheutui meille paljon ylimääräistä työtä ja vaivaa.",xxx
2019-06-11 08:14:50 UTC,2019-06-11 08:21:20 UTC,completed,android,Chrome 71.0.3578.99,9deb1880-682c-11e8-a51d-ed6df1b62d38,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,9,9,NA,3,3,4,4,4,4,4,4,4,4,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,"En ole mihinkään erityisen tyytymätön, izettle on toimit lähes moitteetta.",Laskutus kuitin tulostus.
2019-06-11 12:12:04 UTC,2019-06-11 12:19:23 UTC,completed,windows,Firefox 57.0,03796f60-696a-11e8-b74e-8ed449ae40d7,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,8,8,3,3,2,3,5,5,5,5,5,NA,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,,,Kirjanpitotyökalut,,,,,,,,,,Olisi tarvetta verkkotulostimen yhteensopiivuus izettle maksupäätteen kanssa.,En juuri kaipaa mitään.
2019-06-11 14:56:56 UTC,2019-06-11 14:59:20 UTC,completed,windows,Microsoft Edge 17.17134,28c52840-6cda-11e8-821a-70b8cf42638f,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,10,10,4,5,4,5,NA,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Olen ollut todella tyytyväinen, ei moitteita.",En osaa oikein mitään toimintojakaan ehdottaa. Myyntini on niin pientä. Tyytyväinen olen ollut.
2019-06-11 16:36:33 UTC,2019-06-11 16:43:27 UTC,completed,android,Chrome 74.0.3729.157,ad22fba0-6d37-11e8-b288-56fa26849133,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,5,3,5,3,3,5,5,5,5,5,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,,,,,,,,,,,,,"Luulin voivani ostaa kortinlukijan tarjoushintaan mutta missään ei kerrottu että ostaessa olisi pitänyt soittaa izettleen, että olisi saanut tuotteen alennushintaan... 🤬",En osaa sanoa.
2019-06-11 17:10:08 UTC,2019-06-11 17:15:43 UTC,completed,android,Chrome 67.0.3396.87,14783c10-6d52-11e8-a613-b60386acce69,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,10,10,5,5,NA,5,NA,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,,,,,,,,,,,,,Kaikki toiminut aivan loistavasti. Kiitos kaikille teidän tiimissä.,.
2019-06-12 15:31:08 UTC,2019-06-12 15:32:51 UTC,completed,ios,Safari 12.1.1,e60af440-6e40-11e8-985b-e09a3d1cc2b6,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,9,5,5,5,5,5,5,3,5,5,5,5,,,Kortinlukija,,,,,,,,,,,,,,,,J,J
2019-06-12 18:02:17 UTC,2019-06-12 18:04:46 UTC,completed,ios,Safari 12.1.1,8c5f7580-6e52-11e8-886b-a67a23622529,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,10,4,4,NA,5,5,5,5,5,5,4,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Olen tykännyt izettlestä.,.
